service_id,date,exception_type
64,20160310,1
65,20160310,1
66,20160310,1
67,20160310,1
92,20160310,1
100,20160310,1
101,20160310,1
107,20160310,1
121,20160310,1
6,20160311,1
9,20160311,1
10,20160311,1
12,20160311,1
15,20160311,1
17,20160311,1
18,20160311,1
19,20160311,1
20,20160311,1
21,20160311,1
38,20160311,1
39,20160311,1
42,20160311,1
46,20160311,1
47,20160311,1
55,20160311,1
56,20160311,1
59,20160311,1
60,20160311,1
64,20160311,1
66,20160311,1
68,20160311,1
88,20160311,1
92,20160311,1
101,20160311,1
111,20160311,1
4,20160312,1
6,20160312,1
15,20160312,1
18,20160312,1
21,20160312,1
24,20160312,1
26,20160312,1
42,20160312,1
87,20160312,1
111,20160312,1
118,20160312,1
13,20160313,1
22,20160313,1
42,20160313,1
44,20160313,1
117,20160313,1
118,20160313,1
9,20160314,1
11,20160314,1
12,20160314,1
17,20160314,1
18,20160314,1
19,20160314,1
20,20160314,1
21,20160314,1
35,20160314,1
37,20160314,1
40,20160314,1
42,20160314,1
46,20160314,1
52,20160314,1
55,20160314,1
59,20160314,1
60,20160314,1
63,20160314,1
64,20160314,1
66,20160314,1
101,20160314,1
107,20160314,1
111,20160314,1
121,20160314,1
9,20160315,1
10,20160315,1
12,20160315,1
15,20160315,1
17,20160315,1
18,20160315,1
19,20160315,1
20,20160315,1
21,20160315,1
39,20160315,1
40,20160315,1
42,20160315,1
45,20160315,1
47,20160315,1
58,20160315,1
59,20160315,1
60,20160315,1
63,20160315,1
66,20160315,1
67,20160315,1
68,20160315,1
92,20160315,1
100,20160315,1
101,20160315,1
121,20160315,1
5,20160316,1
10,20160316,1
12,20160316,1
15,20160316,1
17,20160316,1
18,20160316,1
19,20160316,1
20,20160316,1
21,20160316,1
39,20160316,1
40,20160316,1
42,20160316,1
46,20160316,1
50,20160316,1
52,20160316,1
59,20160316,1
63,20160316,1
64,20160316,1
67,20160316,1
68,20160316,1
87,20160316,1
88,20160316,1
92,20160316,1
100,20160316,1
101,20160316,1
107,20160316,1
9,20160317,1
10,20160317,1
12,20160317,1
15,20160317,1
17,20160317,1
18,20160317,1
19,20160317,1
20,20160317,1
21,20160317,1
39,20160317,1
40,20160317,1
42,20160317,1
47,20160317,1
50,20160317,1
54,20160317,1
58,20160317,1
63,20160317,1
64,20160317,1
65,20160317,1
66,20160317,1
67,20160317,1
92,20160317,1
100,20160317,1
107,20160317,1
121,20160317,1
6,20160318,1
9,20160318,1
10,20160318,1
12,20160318,1
15,20160318,1
17,20160318,1
18,20160318,1
19,20160318,1
20,20160318,1
21,20160318,1
38,20160318,1
39,20160318,1
42,20160318,1
46,20160318,1
47,20160318,1
55,20160318,1
56,20160318,1
59,20160318,1
60,20160318,1
64,20160318,1
66,20160318,1
68,20160318,1
88,20160318,1
92,20160318,1
111,20160318,1
4,20160319,1
6,20160319,1
15,20160319,1
18,20160319,1
21,20160319,1
24,20160319,1
26,20160319,1
42,20160319,1
71,20160319,1
87,20160319,1
111,20160319,1
118,20160319,1
13,20160320,1
22,20160320,1
42,20160320,1
44,20160320,1
61,20160320,1
117,20160320,1
118,20160320,1
9,20160321,1
11,20160321,1
12,20160321,1
17,20160321,1
18,20160321,1
19,20160321,1
20,20160321,1
21,20160321,1
35,20160321,1
37,20160321,1
40,20160321,1
42,20160321,1
46,20160321,1
52,20160321,1
55,20160321,1
59,20160321,1
60,20160321,1
63,20160321,1
64,20160321,1
66,20160321,1
107,20160321,1
111,20160321,1
121,20160321,1
9,20160322,1
10,20160322,1
12,20160322,1
15,20160322,1
17,20160322,1
18,20160322,1
19,20160322,1
20,20160322,1
21,20160322,1
39,20160322,1
40,20160322,1
42,20160322,1
45,20160322,1
47,20160322,1
58,20160322,1
59,20160322,1
60,20160322,1
63,20160322,1
66,20160322,1
67,20160322,1
68,20160322,1
92,20160322,1
100,20160322,1
103,20160322,1
121,20160322,1
5,20160323,1
10,20160323,1
12,20160323,1
15,20160323,1
17,20160323,1
18,20160323,1
19,20160323,1
20,20160323,1
21,20160323,1
39,20160323,1
40,20160323,1
42,20160323,1
46,20160323,1
50,20160323,1
52,20160323,1
59,20160323,1
63,20160323,1
64,20160323,1
67,20160323,1
68,20160323,1
87,20160323,1
88,20160323,1
92,20160323,1
100,20160323,1
103,20160323,1
107,20160323,1
9,20160324,1
10,20160324,1
12,20160324,1
15,20160324,1
17,20160324,1
18,20160324,1
20,20160324,1
23,20160324,1
25,20160324,1
39,20160324,1
42,20160324,1
48,20160324,1
54,20160324,1
63,20160324,1
67,20160324,1
103,20160324,1
6,20160325,1
9,20160325,1
10,20160325,1
12,20160325,1
15,20160325,1
17,20160325,1
18,20160325,1
20,20160325,1
23,20160325,1
25,20160325,1
39,20160325,1
42,20160325,1
48,20160325,1
56,20160325,1
88,20160325,1
103,20160325,1
4,20160326,1
6,20160326,1
15,20160326,1
18,20160326,1
25,20160326,1
26,20160326,1
29,20160326,1
42,20160326,1
71,20160326,1
87,20160326,1
118,20160326,1
13,20160327,1
22,20160327,1
42,20160327,1
44,20160327,1
108,20160327,1
117,20160327,1
118,20160327,1
9,20160328,1
11,20160328,1
12,20160328,1
20,20160328,1
22,20160328,1
35,20160328,1
42,20160328,1
44,20160328,1
63,20160328,1
108,20160328,1
118,20160328,1
9,20160329,1
10,20160329,1
12,20160329,1
15,20160329,1
17,20160329,1
18,20160329,1
20,20160329,1
23,20160329,1
25,20160329,1
39,20160329,1
42,20160329,1
48,20160329,1
63,20160329,1
67,20160329,1
77,20160329,1
5,20160330,1
10,20160330,1
12,20160330,1
15,20160330,1
17,20160330,1
18,20160330,1
19,20160330,1
20,20160330,1
21,20160330,1
39,20160330,1
40,20160330,1
42,20160330,1
46,20160330,1
50,20160330,1
52,20160330,1
59,20160330,1
63,20160330,1
64,20160330,1
67,20160330,1
68,20160330,1
77,20160330,1
87,20160330,1
88,20160330,1
92,20160330,1
100,20160330,1
107,20160330,1
9,20160331,1
10,20160331,1
12,20160331,1
15,20160331,1
17,20160331,1
18,20160331,1
19,20160331,1
20,20160331,1
21,20160331,1
39,20160331,1
40,20160331,1
42,20160331,1
47,20160331,1
50,20160331,1
54,20160331,1
58,20160331,1
63,20160331,1
64,20160331,1
65,20160331,1
66,20160331,1
67,20160331,1
77,20160331,1
92,20160331,1
100,20160331,1
107,20160331,1
121,20160331,1
6,20160401,1
9,20160401,1
10,20160401,1
12,20160401,1
15,20160401,1
17,20160401,1
18,20160401,1
19,20160401,1
20,20160401,1
21,20160401,1
38,20160401,1
39,20160401,1
42,20160401,1
46,20160401,1
47,20160401,1
55,20160401,1
56,20160401,1
59,20160401,1
60,20160401,1
64,20160401,1
66,20160401,1
68,20160401,1
77,20160401,1
88,20160401,1
92,20160401,1
111,20160401,1
4,20160402,1
6,20160402,1
15,20160402,1
18,20160402,1
21,20160402,1
24,20160402,1
26,20160402,1
42,20160402,1
71,20160402,1
87,20160402,1
111,20160402,1
118,20160402,1
13,20160403,1
22,20160403,1
42,20160403,1
44,20160403,1
108,20160403,1
117,20160403,1
118,20160403,1
9,20160404,1
11,20160404,1
12,20160404,1
17,20160404,1
18,20160404,1
19,20160404,1
20,20160404,1
21,20160404,1
35,20160404,1
37,20160404,1
40,20160404,1
42,20160404,1
46,20160404,1
52,20160404,1
55,20160404,1
59,20160404,1
60,20160404,1
63,20160404,1
64,20160404,1
66,20160404,1
101,20160404,1
107,20160404,1
111,20160404,1
121,20160404,1
9,20160405,1
10,20160405,1
12,20160405,1
15,20160405,1
17,20160405,1
18,20160405,1
19,20160405,1
20,20160405,1
21,20160405,1
39,20160405,1
40,20160405,1
42,20160405,1
45,20160405,1
47,20160405,1
58,20160405,1
59,20160405,1
60,20160405,1
63,20160405,1
66,20160405,1
67,20160405,1
68,20160405,1
77,20160405,1
92,20160405,1
100,20160405,1
101,20160405,1
121,20160405,1
5,20160406,1
10,20160406,1
12,20160406,1
15,20160406,1
17,20160406,1
18,20160406,1
19,20160406,1
20,20160406,1
21,20160406,1
39,20160406,1
40,20160406,1
42,20160406,1
46,20160406,1
50,20160406,1
52,20160406,1
59,20160406,1
63,20160406,1
64,20160406,1
67,20160406,1
68,20160406,1
77,20160406,1
87,20160406,1
88,20160406,1
92,20160406,1
100,20160406,1
101,20160406,1
107,20160406,1
9,20160407,1
10,20160407,1
12,20160407,1
15,20160407,1
17,20160407,1
18,20160407,1
19,20160407,1
20,20160407,1
21,20160407,1
39,20160407,1
40,20160407,1
42,20160407,1
47,20160407,1
50,20160407,1
54,20160407,1
58,20160407,1
63,20160407,1
64,20160407,1
65,20160407,1
66,20160407,1
67,20160407,1
77,20160407,1
92,20160407,1
100,20160407,1
101,20160407,1
107,20160407,1
121,20160407,1
6,20160408,1
9,20160408,1
10,20160408,1
12,20160408,1
15,20160408,1
17,20160408,1
18,20160408,1
19,20160408,1
20,20160408,1
21,20160408,1
38,20160408,1
39,20160408,1
42,20160408,1
46,20160408,1
47,20160408,1
55,20160408,1
56,20160408,1
59,20160408,1
60,20160408,1
64,20160408,1
66,20160408,1
68,20160408,1
77,20160408,1
88,20160408,1
92,20160408,1
101,20160408,1
111,20160408,1
4,20160409,1
6,20160409,1
15,20160409,1
18,20160409,1
21,20160409,1
24,20160409,1
26,20160409,1
42,20160409,1
71,20160409,1
87,20160409,1
111,20160409,1
118,20160409,1
13,20160410,1
22,20160410,1
42,20160410,1
44,20160410,1
108,20160410,1
117,20160410,1
118,20160410,1
9,20160411,1
11,20160411,1
12,20160411,1
17,20160411,1
18,20160411,1
19,20160411,1
20,20160411,1
21,20160411,1
35,20160411,1
37,20160411,1
40,20160411,1
42,20160411,1
46,20160411,1
52,20160411,1
55,20160411,1
59,20160411,1
60,20160411,1
63,20160411,1
64,20160411,1
66,20160411,1
101,20160411,1
107,20160411,1
111,20160411,1
121,20160411,1
9,20160412,1
10,20160412,1
12,20160412,1
15,20160412,1
17,20160412,1
18,20160412,1
19,20160412,1
20,20160412,1
21,20160412,1
39,20160412,1
40,20160412,1
42,20160412,1
45,20160412,1
47,20160412,1
58,20160412,1
59,20160412,1
60,20160412,1
63,20160412,1
66,20160412,1
67,20160412,1
68,20160412,1
77,20160412,1
92,20160412,1
100,20160412,1
101,20160412,1
121,20160412,1
5,20160413,1
10,20160413,1
12,20160413,1
15,20160413,1
17,20160413,1
18,20160413,1
19,20160413,1
20,20160413,1
21,20160413,1
39,20160413,1
40,20160413,1
42,20160413,1
46,20160413,1
50,20160413,1
52,20160413,1
59,20160413,1
63,20160413,1
64,20160413,1
67,20160413,1
68,20160413,1
77,20160413,1
87,20160413,1
88,20160413,1
92,20160413,1
100,20160413,1
101,20160413,1
107,20160413,1
9,20160414,1
10,20160414,1
12,20160414,1
15,20160414,1
17,20160414,1
18,20160414,1
19,20160414,1
20,20160414,1
21,20160414,1
39,20160414,1
40,20160414,1
42,20160414,1
47,20160414,1
50,20160414,1
54,20160414,1
58,20160414,1
63,20160414,1
64,20160414,1
65,20160414,1
66,20160414,1
67,20160414,1
77,20160414,1
92,20160414,1
100,20160414,1
101,20160414,1
107,20160414,1
121,20160414,1
6,20160415,1
9,20160415,1
10,20160415,1
12,20160415,1
15,20160415,1
17,20160415,1
18,20160415,1
19,20160415,1
20,20160415,1
21,20160415,1
38,20160415,1
39,20160415,1
42,20160415,1
46,20160415,1
47,20160415,1
55,20160415,1
56,20160415,1
59,20160415,1
60,20160415,1
64,20160415,1
66,20160415,1
68,20160415,1
77,20160415,1
88,20160415,1
92,20160415,1
101,20160415,1
111,20160415,1
4,20160416,1
6,20160416,1
15,20160416,1
18,20160416,1
21,20160416,1
24,20160416,1
26,20160416,1
42,20160416,1
71,20160416,1
87,20160416,1
111,20160416,1
118,20160416,1
13,20160417,1
22,20160417,1
42,20160417,1
44,20160417,1
108,20160417,1
117,20160417,1
118,20160417,1
9,20160418,1
11,20160418,1
12,20160418,1
17,20160418,1
18,20160418,1
19,20160418,1
20,20160418,1
21,20160418,1
35,20160418,1
37,20160418,1
40,20160418,1
42,20160418,1
46,20160418,1
52,20160418,1
55,20160418,1
59,20160418,1
60,20160418,1
63,20160418,1
64,20160418,1
66,20160418,1
101,20160418,1
107,20160418,1
111,20160418,1
121,20160418,1
9,20160419,1
10,20160419,1
12,20160419,1
15,20160419,1
17,20160419,1
18,20160419,1
19,20160419,1
20,20160419,1
21,20160419,1
39,20160419,1
40,20160419,1
42,20160419,1
45,20160419,1
47,20160419,1
58,20160419,1
59,20160419,1
60,20160419,1
63,20160419,1
66,20160419,1
67,20160419,1
68,20160419,1
77,20160419,1
92,20160419,1
100,20160419,1
101,20160419,1
121,20160419,1
5,20160420,1
10,20160420,1
12,20160420,1
15,20160420,1
17,20160420,1
18,20160420,1
19,20160420,1
20,20160420,1
21,20160420,1
39,20160420,1
40,20160420,1
42,20160420,1
46,20160420,1
50,20160420,1
52,20160420,1
59,20160420,1
63,20160420,1
64,20160420,1
67,20160420,1
68,20160420,1
77,20160420,1
87,20160420,1
88,20160420,1
92,20160420,1
100,20160420,1
101,20160420,1
107,20160420,1
9,20160421,1
10,20160421,1
12,20160421,1
15,20160421,1
17,20160421,1
18,20160421,1
19,20160421,1
20,20160421,1
21,20160421,1
39,20160421,1
40,20160421,1
42,20160421,1
47,20160421,1
50,20160421,1
54,20160421,1
58,20160421,1
63,20160421,1
64,20160421,1
65,20160421,1
66,20160421,1
67,20160421,1
77,20160421,1
92,20160421,1
100,20160421,1
101,20160421,1
107,20160421,1
121,20160421,1
6,20160422,1
9,20160422,1
10,20160422,1
12,20160422,1
15,20160422,1
17,20160422,1
18,20160422,1
19,20160422,1
20,20160422,1
21,20160422,1
38,20160422,1
39,20160422,1
42,20160422,1
46,20160422,1
47,20160422,1
55,20160422,1
56,20160422,1
59,20160422,1
60,20160422,1
64,20160422,1
66,20160422,1
68,20160422,1
77,20160422,1
88,20160422,1
92,20160422,1
101,20160422,1
111,20160422,1
4,20160423,1
6,20160423,1
15,20160423,1
18,20160423,1
21,20160423,1
24,20160423,1
26,20160423,1
42,20160423,1
71,20160423,1
87,20160423,1
111,20160423,1
118,20160423,1
13,20160424,1
22,20160424,1
42,20160424,1
44,20160424,1
108,20160424,1
117,20160424,1
118,20160424,1
6,20160425,1
13,20160425,1
22,20160425,1
42,20160425,1
44,20160425,1
108,20160425,1
117,20160425,1
118,20160425,1
9,20160426,1
10,20160426,1
12,20160426,1
15,20160426,1
17,20160426,1
18,20160426,1
19,20160426,1
20,20160426,1
21,20160426,1
39,20160426,1
40,20160426,1
42,20160426,1
45,20160426,1
47,20160426,1
58,20160426,1
59,20160426,1
60,20160426,1
63,20160426,1
66,20160426,1
67,20160426,1
68,20160426,1
77,20160426,1
92,20160426,1
100,20160426,1
101,20160426,1
121,20160426,1
5,20160427,1
10,20160427,1
12,20160427,1
15,20160427,1
17,20160427,1
18,20160427,1
19,20160427,1
20,20160427,1
21,20160427,1
39,20160427,1
40,20160427,1
42,20160427,1
46,20160427,1
50,20160427,1
52,20160427,1
59,20160427,1
63,20160427,1
64,20160427,1
67,20160427,1
68,20160427,1
77,20160427,1
87,20160427,1
88,20160427,1
92,20160427,1
100,20160427,1
101,20160427,1
107,20160427,1
9,20160428,1
10,20160428,1
12,20160428,1
15,20160428,1
17,20160428,1
18,20160428,1
19,20160428,1
20,20160428,1
21,20160428,1
39,20160428,1
40,20160428,1
42,20160428,1
47,20160428,1
50,20160428,1
54,20160428,1
58,20160428,1
63,20160428,1
64,20160428,1
65,20160428,1
66,20160428,1
67,20160428,1
77,20160428,1
92,20160428,1
100,20160428,1
101,20160428,1
107,20160428,1
121,20160428,1
6,20160429,1
9,20160429,1
10,20160429,1
12,20160429,1
15,20160429,1
17,20160429,1
18,20160429,1
19,20160429,1
20,20160429,1
21,20160429,1
38,20160429,1
39,20160429,1
42,20160429,1
46,20160429,1
47,20160429,1
55,20160429,1
56,20160429,1
59,20160429,1
60,20160429,1
64,20160429,1
66,20160429,1
68,20160429,1
77,20160429,1
88,20160429,1
92,20160429,1
101,20160429,1
111,20160429,1
4,20160430,1
6,20160430,1
15,20160430,1
18,20160430,1
21,20160430,1
24,20160430,1
26,20160430,1
42,20160430,1
71,20160430,1
87,20160430,1
111,20160430,1
118,20160430,1
13,20160501,1
30,20160501,1
44,20160501,1
108,20160501,1
117,20160501,1
118,20160501,1
9,20160502,1
11,20160502,1
12,20160502,1
17,20160502,1
18,20160502,1
19,20160502,1
20,20160502,1
21,20160502,1
35,20160502,1
37,20160502,1
40,20160502,1
42,20160502,1
46,20160502,1
52,20160502,1
55,20160502,1
59,20160502,1
60,20160502,1
63,20160502,1
64,20160502,1
66,20160502,1
101,20160502,1
107,20160502,1
111,20160502,1
121,20160502,1
9,20160503,1
10,20160503,1
12,20160503,1
15,20160503,1
17,20160503,1
18,20160503,1
19,20160503,1
20,20160503,1
21,20160503,1
39,20160503,1
40,20160503,1
42,20160503,1
45,20160503,1
47,20160503,1
58,20160503,1
59,20160503,1
60,20160503,1
63,20160503,1
66,20160503,1
67,20160503,1
68,20160503,1
77,20160503,1
92,20160503,1
100,20160503,1
101,20160503,1
121,20160503,1
5,20160504,1
10,20160504,1
12,20160504,1
15,20160504,1
17,20160504,1
18,20160504,1
19,20160504,1
20,20160504,1
21,20160504,1
39,20160504,1
40,20160504,1
42,20160504,1
46,20160504,1
50,20160504,1
52,20160504,1
59,20160504,1
63,20160504,1
64,20160504,1
67,20160504,1
68,20160504,1
77,20160504,1
87,20160504,1
88,20160504,1
92,20160504,1
100,20160504,1
101,20160504,1
107,20160504,1
9,20160505,1
10,20160505,1
12,20160505,1
15,20160505,1
17,20160505,1
18,20160505,1
19,20160505,1
20,20160505,1
21,20160505,1
39,20160505,1
40,20160505,1
42,20160505,1
47,20160505,1
50,20160505,1
54,20160505,1
58,20160505,1
63,20160505,1
64,20160505,1
65,20160505,1
66,20160505,1
67,20160505,1
77,20160505,1
92,20160505,1
100,20160505,1
101,20160505,1
107,20160505,1
121,20160505,1
6,20160506,1
9,20160506,1
10,20160506,1
12,20160506,1
15,20160506,1
17,20160506,1
18,20160506,1
19,20160506,1
20,20160506,1
21,20160506,1
38,20160506,1
39,20160506,1
42,20160506,1
46,20160506,1
47,20160506,1
55,20160506,1
56,20160506,1
59,20160506,1
60,20160506,1
64,20160506,1
66,20160506,1
68,20160506,1
77,20160506,1
88,20160506,1
92,20160506,1
101,20160506,1
111,20160506,1
4,20160507,1
6,20160507,1
15,20160507,1
18,20160507,1
21,20160507,1
24,20160507,1
26,20160507,1
42,20160507,1
71,20160507,1
87,20160507,1
111,20160507,1
118,20160507,1
13,20160508,1
22,20160508,1
42,20160508,1
44,20160508,1
108,20160508,1
117,20160508,1
118,20160508,1
9,20160509,1
11,20160509,1
12,20160509,1
17,20160509,1
18,20160509,1
19,20160509,1
20,20160509,1
21,20160509,1
35,20160509,1
37,20160509,1
40,20160509,1
42,20160509,1
46,20160509,1
52,20160509,1
55,20160509,1
59,20160509,1
60,20160509,1
63,20160509,1
64,20160509,1
66,20160509,1
101,20160509,1
107,20160509,1
111,20160509,1
121,20160509,1
9,20160510,1
10,20160510,1
12,20160510,1
15,20160510,1
17,20160510,1
18,20160510,1
19,20160510,1
20,20160510,1
21,20160510,1
39,20160510,1
40,20160510,1
42,20160510,1
45,20160510,1
47,20160510,1
58,20160510,1
59,20160510,1
60,20160510,1
63,20160510,1
66,20160510,1
67,20160510,1
68,20160510,1
77,20160510,1
92,20160510,1
100,20160510,1
101,20160510,1
121,20160510,1
5,20160511,1
10,20160511,1
12,20160511,1
15,20160511,1
17,20160511,1
18,20160511,1
19,20160511,1
20,20160511,1
21,20160511,1
39,20160511,1
40,20160511,1
42,20160511,1
46,20160511,1
50,20160511,1
52,20160511,1
59,20160511,1
63,20160511,1
64,20160511,1
67,20160511,1
68,20160511,1
77,20160511,1
87,20160511,1
88,20160511,1
92,20160511,1
100,20160511,1
101,20160511,1
107,20160511,1
9,20160512,1
10,20160512,1
12,20160512,1
15,20160512,1
17,20160512,1
18,20160512,1
19,20160512,1
20,20160512,1
21,20160512,1
39,20160512,1
40,20160512,1
42,20160512,1
47,20160512,1
50,20160512,1
54,20160512,1
58,20160512,1
63,20160512,1
64,20160512,1
65,20160512,1
66,20160512,1
67,20160512,1
77,20160512,1
92,20160512,1
100,20160512,1
101,20160512,1
107,20160512,1
121,20160512,1
6,20160513,1
9,20160513,1
10,20160513,1
12,20160513,1
15,20160513,1
17,20160513,1
18,20160513,1
19,20160513,1
20,20160513,1
21,20160513,1
38,20160513,1
39,20160513,1
42,20160513,1
46,20160513,1
47,20160513,1
55,20160513,1
56,20160513,1
59,20160513,1
60,20160513,1
64,20160513,1
66,20160513,1
68,20160513,1
77,20160513,1
88,20160513,1
92,20160513,1
101,20160513,1
111,20160513,1
4,20160514,1
6,20160514,1
15,20160514,1
18,20160514,1
21,20160514,1
24,20160514,1
26,20160514,1
42,20160514,1
71,20160514,1
87,20160514,1
111,20160514,1
118,20160514,1
13,20160515,1
22,20160515,1
42,20160515,1
44,20160515,1
108,20160515,1
117,20160515,1
118,20160515,1
9,20160516,1
11,20160516,1
12,20160516,1
17,20160516,1
18,20160516,1
19,20160516,1
20,20160516,1
21,20160516,1
35,20160516,1
37,20160516,1
40,20160516,1
42,20160516,1
46,20160516,1
52,20160516,1
55,20160516,1
59,20160516,1
60,20160516,1
63,20160516,1
64,20160516,1
66,20160516,1
101,20160516,1
107,20160516,1
111,20160516,1
121,20160516,1
9,20160517,1
10,20160517,1
12,20160517,1
15,20160517,1
17,20160517,1
18,20160517,1
19,20160517,1
20,20160517,1
21,20160517,1
39,20160517,1
40,20160517,1
42,20160517,1
45,20160517,1
47,20160517,1
58,20160517,1
59,20160517,1
60,20160517,1
63,20160517,1
66,20160517,1
67,20160517,1
68,20160517,1
77,20160517,1
92,20160517,1
100,20160517,1
101,20160517,1
121,20160517,1
5,20160518,1
10,20160518,1
12,20160518,1
15,20160518,1
17,20160518,1
18,20160518,1
19,20160518,1
20,20160518,1
21,20160518,1
39,20160518,1
40,20160518,1
42,20160518,1
46,20160518,1
50,20160518,1
52,20160518,1
59,20160518,1
63,20160518,1
64,20160518,1
67,20160518,1
68,20160518,1
77,20160518,1
87,20160518,1
88,20160518,1
92,20160518,1
100,20160518,1
101,20160518,1
107,20160518,1
9,20160519,1
10,20160519,1
12,20160519,1
15,20160519,1
17,20160519,1
18,20160519,1
19,20160519,1
20,20160519,1
21,20160519,1
39,20160519,1
40,20160519,1
42,20160519,1
47,20160519,1
50,20160519,1
54,20160519,1
58,20160519,1
63,20160519,1
64,20160519,1
65,20160519,1
66,20160519,1
67,20160519,1
77,20160519,1
92,20160519,1
100,20160519,1
101,20160519,1
107,20160519,1
121,20160519,1
6,20160520,1
9,20160520,1
10,20160520,1
12,20160520,1
15,20160520,1
17,20160520,1
18,20160520,1
19,20160520,1
20,20160520,1
21,20160520,1
38,20160520,1
39,20160520,1
42,20160520,1
46,20160520,1
47,20160520,1
55,20160520,1
56,20160520,1
59,20160520,1
60,20160520,1
64,20160520,1
66,20160520,1
68,20160520,1
77,20160520,1
88,20160520,1
92,20160520,1
101,20160520,1
111,20160520,1
4,20160521,1
6,20160521,1
15,20160521,1
18,20160521,1
21,20160521,1
24,20160521,1
26,20160521,1
42,20160521,1
71,20160521,1
87,20160521,1
111,20160521,1
118,20160521,1
13,20160522,1
22,20160522,1
42,20160522,1
44,20160522,1
108,20160522,1
117,20160522,1
118,20160522,1
9,20160523,1
11,20160523,1
12,20160523,1
17,20160523,1
18,20160523,1
19,20160523,1
20,20160523,1
21,20160523,1
35,20160523,1
37,20160523,1
40,20160523,1
42,20160523,1
46,20160523,1
