stop_id,stop_code,"stop_name","stop_desc",stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
50719012,1906,"Fermata 1906 - DROSSO N.132","STR.DEL DROSSO DOPO INT.132",45.01633,7.61219,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=1906&stoppingPointCtl:action:getTransits,0,
50744016,11820,"Fermata 11820 - Pont (Stazione)","",45.42073,7.60538,,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=11820&stoppingPointCtl:action:getTransits,0,
50778020,1486,"Fermata 1486 - DON BORIO CAPOLINEA","V.DON BORIO GRUGLIASCO",45.04435,7.61775,2,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=1486&stoppingPointCtl:action:getTransits,0,
50838013,714,"Fermata 714 - BAROCCHIO EST","C.ALLAMANO / STR.DEL BAROCCHIO",45.05101,7.62136,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=714&stoppingPointCtl:action:getTransits,0,
50850012,3345,"Fermata 3345 - GIOTTO","V. PUCCINI DOPO V. GIOTTO VENARIA",45.11655,7.62047,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=3345&stoppingPointCtl:action:getTransits,0,
50861016,306,"Fermata 306 - CATTANEO SUD","C.ORBASSANO DOPO P.CATTANEO",45.03507,7.62323,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=306&stoppingPointCtl:action:getTransits,0,
50881011,305,"Fermata 305 - CATTANEO SUD","C.ORBASSANO / P.CATTANEO",45.03495,7.62429,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=305&stoppingPointCtl:action:getTransits,0,
50890013,2732,"Fermata 2732 - REGINA MARGHERITA EST","STR.PIANEZZA FRONTE INT. 300",45.09899,7.62322,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=2732&stoppingPointCtl:action:getTransits,0,
50906012,3,"Fermata 3 - BRUNELLESCHI","C.FRANCIA DOPO C. PESCHIERA/C. BRUNELLESCHI",45.07467,7.62456,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=3&stoppingPointCtl:action:getTransits,0,
50914012,1006,"Fermata 1006 - CATTANEO EST","C.TAZZOLI/P.CATTANEO",45.03538,7.62603,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=1006&stoppingPointCtl:action:getTransits,0,
50949015,1838,"Fermata 1838 - MUGHETTI OVEST","V.LE DEI MUGHETTI N.31",45.10397,7.62679,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=1838&stoppingPointCtl:action:getTransits,0,
50968013,1869,"Fermata 1869 - BOSTON","V.G.RENI / V.BOSTON",45.04543,7.62901,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=1869&stoppingPointCtl:action:getTransits,0,
51029010,4001,"Fermata 4001 - CAVALLI CAPOLINEA","V. CAVALLI / V. BEAUMONT",45.07085,7.66157,2,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=4001&stoppingPointCtl:action:getTransits,0,
51062007,138,"Fermata 138 - DANDOLO","C.SIRACUSA N.198",45.03583,7.63344,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=138&stoppingPointCtl:action:getTransits,0,
51103005,128,"Fermata 128 - MONFALCONE","C.SIRACUSA / V.MONFALCONE",45.05306,7.63466,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=128&stoppingPointCtl:action:getTransits,0,
51153018,722,"Fermata 722 - SIRACUSA EST","C.SEBASTOPOLI N.262",45.04827,7.63678,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=722&stoppingPointCtl:action:getTransits,0,
51163009,1171,"Fermata 1171 - BARBERA EST","V.BARBERA / STR.DELLE CACCE",45.01801,7.63766,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=1171&stoppingPointCtl:action:getTransits,0,
