"#","arrivo","avg_penality","avg_score","btw","fascia_btwn","location","name","partenza","penality","peso","popolazione","popolazione_old","saturation_index","score"
"303","230 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00017315104589664,0.00017315104589664,0.00017315104589664,0.00017315104589664]","69.5","0","{52.89000000000033,28.18999999999869,0.0}","'wedge303'","213 as bus_stop","1.0","457","0","2","0","0.00040401910709216"
"304","200 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00149482917320839,0.00149482917320839,0.00149482917320839,0.00149482917320839]","600.0","0","{77.15500000000065,51.215000000000146,0.0}","'wedge304'","367 as bus_stop","1.0","1274","3","5","0","0.00348793473748624"
"305","422 as bus_stop","[1.0,1.0,1.0,1.0]","[0.0024116577327762,0.0024116577327762,0.0024116577327762,0.0024116577327762]","968.0","0","{76.02499999999964,34.279999999998836,0.0}","'wedge305'","275 as bus_stop","1.0","411","7","22","0","0.0056272013764778"
"306","386 as bus_stop","[0.5,1.0,1.0,1.0]","[0.00020180193838313,0.00020180193838313,0.00020180193838313,0.00020180193838313]","81.0","0","{42.539999999999964,43.01499999999942,0.0}","'wedge306'","327 as bus_stop","1.0","375","2","3","0","0.00047087118956064"
"307","237 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00052443590160061,0.00052443590160061,0.00052443590160061,0.00052443590160061]","210.5","0","{39.159999999999854,8.445000000003347,0.0}","'wedge307'","284 as bus_stop","1.0","850","2","8","0","0.00122368377040142"
"308","144 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00000622845488837,0.00000622845488837,0.00000622845488837,0.00000622845488837]","2.5","0","{52.585000000000036,2.4949999999989814,0.0}","'wedge308'","93 as bus_stop","1.0","363","1","0","0","0.00001453306140619"
"309","320 as bus_stop","[1.0,0.9999999999999999,0.19999999999999998,1.0]","[0.00749905968559541,0.00749905968559541,0.00749905968559541,0.00749905968559541]","3010.0","1","{52.19000000000051,18.479999999999563,0.0}","'wedge309'","331 as bus_stop","1.0","441","7","11","0","0.01749780593305596"
"310","141 as bus_stop","[0.6,1.0,0.5,1.0]","[0.00085454401068413,0.00085454401068413,0.00085454401068413,0.00085454401068413]","343.0","0","{36.83000000000084,16.88000000000102,0.0}","'wedge310'","57 as bus_stop","1.0","1007","7","8","0","0.00199393602492963"
"311","277 as bus_stop","[1.0,0.4999999999999999,0.19999999999999998,1.0]","[0.0140576226830472,0.0140576226830472,0.0140576226830472,0.0140576226830472]","5642.5","2","{51.68000000000029,19.294999999998254,0.0}","'wedge311'","174 as bus_stop","1.0","858","16","31","0","0.03280111959377682"
"312","240 as bus_stop","[1.0,1.0,0.7999999999999998,0.7999999999999999]","[0.01226631905715248,0.01226631905715248,0.01226631905715248,0.01226631905715248]","4923.5","2","{23.74000000000069,28.0,0.0}","'wedge312'","388 as bus_stop","1.0","241","13","13","0","0.02862141113335582"
"313","219 as bus_stop","[1.0,1.0,1.0,1.0]","[0.0029647445268633,0.0029647445268633,0.0029647445268633,0.0029647445268633]","1190.0","0","{63.70499999999993,33.6150000000016,0.0}","'wedge313'","35 as bus_stop","1.0","437","5","9","0","0.0069177372293477"
"314","334 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00490802245203421,0.00490802245203421,0.00601232750374191,0.00490802245203421]","1970.0","0","{28.964999999999236,36.38000000000102,0.0}","'wedge314'","417 as bus_stop","1.0","206","10","19","0","0.01145205238807981"
"315","222 as bus_stop","[1.0,0.8999999999999999,1.0,0.6]","[0.00010837511505761,0.00010837511505761,0.00010837511505761,0.00010837511505761]","43.5","0","{35.904999999999745,19.729999999999563,0.0}","'wedge315'","283 as bus_stop","1.0","376","2","1","0","0.00025287526846775"
"316","325 as bus_stop","[0.0,0.0,0.0,0.0]","[0.02101861876183564,0.02085817129037125,0.02085817129037125,0.02085817129037125]","1801.0","0","{63.98999999999978,19.739999999997963,0.0}","'wedge316'","31 as bus_stop","1.0","4","5","18","4","0.04866906634419957"
"317","324 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00151725161080651,0.00151725161080651,0.00151725161080651,0.00151725161080651]","609.0","0","{75.86999999999989,34.18500000000131,0.0}","'wedge317'","288 as bus_stop","1.0","442","0","1","0","0.00354025375854853"
"318","57 as bus_stop","[0.6,0.7999999999999999,1.0,1.0]","[0.00061786272492613,0.00061786272492613,0.00061786272492613,0.00061786272492613]","248.0","0","{39.9350000000004,16.950000000000728,0.0}","'wedge318'","56 as bus_stop","1.0","604","4","4","0","0.00144167969149431"
"319","95 as bus_stop","[1.0,1.0,1.0,0.30000000000000004]","[0.00861021603768032,0.00861021603768032,0.00861021603768032,0.00861021603768032]","3456.0","1","{42.664999999999964,24.80500000000029,0.0}","'wedge319'","353 as bus_stop","1.0","733","1","3","0","0.02009050408792073"
"320","236 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00000498276391069,0.00000498276391069,0.00000498276391069,0.00000498276391069]","2.0","0","{62.51000000000022,57.18999999999869,0.0}","'wedge320'","332 as bus_stop","1.0","397","0","1","0","0.00001162644912495"
"321","10 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00141012218672658,0.00141012218672658,0.00141012218672658,0.00141012218672658]","566.0","0","{65.71500000000015,42.01000000000204,0.0}","'wedge321'","11 as bus_stop","1.0","931","4","9","0","0.00329028510236202"
"322","126 as bus_stop","[1.0,1.0,1.0,0.8999999999999999]","[0.00078603100691208,0.00078603100691208,0.00078603100691208,0.00078603100691208]","315.5","0","{44.07999999999993,25.389999999999418,0.0}","'wedge322'","95 as bus_stop","1.0","731","4","2","0","0.00183407234946151"
"323","328 as bus_stop","[0.9999999999999999,1.0,1.0,0.9999999999999999]","[0.00555204468749149,0.00555204468749149,0.00555204468749149,0.00555204468749149]","2228.5","1","{62.470000000000255,42.599999999998545,0.0}","'wedge323'","268 as bus_stop","1.0","926","5","11","0","0.01295477093748013"
"324","25 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00000373707293302,0.00000373707293302,0.00000373707293302,0.00000373707293302]","1.5","0","{57.72999999999956,3.0050000000010186,0.0}","'wedge324'","28 as bus_stop","1.0","286","1","4","0","0.00000871983684372"
"325","268 as bus_stop","[0.4,1.0,0.7999999999999999,1.0]","[0.00410953453534539,0.00410953453534539,0.00410953453534539,0.00410953453534539]","1649.5","0","{62.36999999999989,46.75500000000102,0.0}","'wedge325'","83 as bus_stop","1.0","926","5","11","0","0.00958891391580592"
"326","218 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00135282040175359,0.00135282040175359,0.00135282040175359,0.00135282040175359]","543.0","0","{28.015000000000327,47.54500000000189,0.0}","'wedge326'","161 as bus_stop","1.0","556","8","8","0","0.00315658093742504"
"327","136 as bus_stop","[1.0,0.1,0.7,1.0]","[0.01254659952712906,0.01254659952712906,0.01254659952712906,0.01254659952712906]","5036.0","2","{48.17000000000007,20.854999999999563,0.0}","'wedge327'","364 as bus_stop","1.0","861","29","40","0","0.02927539889663449"
"328","249 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00041107802263231,0.00041107802263231,0.00041107802263231,0.00041107802263231]","165.0","0","{53.100000000000364,2.209999999999127,0.0}","'wedge328'","80 as bus_stop","1.0","216","0","1","0","0.00095918205280872"
"329","96 as bus_stop","[0.7,1.0,1.0,1.0]","[0.00633060154853752,0.00633060154853752,0.00633060154853752,0.00633060154853752]","2541.0","1","{29.764999999999418,41.859999999996944,0.0}","'wedge329'","413 as bus_stop","1.0","244","16","20","0","0.01477140361325422"
"330","53 as bus_stop","[0.6,1.0,1.0,1.0]","[0.00086700092046086,0.00086700092046086,0.00086700092046086,0.00086700092046086]","348.0","0","{32.74000000000069,16.67000000000189,0.0}","'wedge330'","141 as bus_stop","1.0","1007","7","7","0","0.00202300214774202"
"331","284 as bus_stop","[0.19999999999999996,1.0,0.7,1.0]","[0.00021176746620452,0.00021176746620452,0.00021176746620452,0.00021176746620452]","85.0","0","{36.61000000000058,13.440000000002328,0.0}","'wedge331'","75 as bus_stop","1.0","375","5","3","0","0.00049412408781055"
"332","377 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00065523345425634,0.00065523345425634,0.00065523345425634,0.00065523345425634]","263.0","0","{57.375,41.08499999999913,0.0}","'wedge332'","333 as bus_stop","1.0","560","5","7","0","0.00152887805993147"
"333","426 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00021176746620452,0.00021176746620452,0.00021176746620452,0.00021176746620452]","85.0","0","{75.68000000000029,44.20999999999913,0.0}","'wedge333'","376 as bus_stop","1.0","1015","3","3","0","0.00049412408781055"
"334","179 as bus_stop","[1.0,0.1,0.1,0.7]","[0.04941285126087105,0.04971911679598208,0.04971911679598208,0.05253359145484734]","4293.0","1","{42.35500000000047,33.68999999999869,0.0}","'wedge334'","348 as bus_stop","1.0","33","33","46","4","0.11601127252395825"
"335","394 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00054810403017641,0.00054810403017641,0.00054810403017641,0.00054810403017641]","220.0","0","{47.57000000000062,4.014999999999418,0.0}","'wedge335'","118 as bus_stop","1.0","437","5","7","0","0.00127890940374495"
"336","305 as bus_stop","[0.7,1.0,1.0,1.0]","[0.00641032577110863,0.00641032577110863,0.00641032577110863,0.00641032577110863]","2573.0","1","{39.01999999999953,41.24500000000262,0.0}","'wedge336'","186 as bus_stop","1.0","244","16","23","0","0.01495742679925348"
"337","221 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00000249138195535,0.00000249138195535,0.00000249138195535,0.00000249138195535]","1.0","0","{85.77000000000044,54.08499999999913,0.0}","'wedge337'","372 as bus_stop","1.0","344","1","2","0","0.00000581322456248"
"338","243 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00025162957749008,0.00025162957749008,0.00025162957749008,0.00025162957749008]","101.0","0","{76.125,44.30999999999767,0.0}","'wedge338'","427 as bus_stop","1.0","1434","0","2","0","0.00058713568081018"
"339","0 as bus_stop","[0.7999999999999999,0.6,0.5999999999999998,0.1]","[0.00005481040301764,0.00005481040301764,0.00005481040301764,0.00005481040301764]","22.0","0","{52.215000000000146,34.36499999999796,0.0}","'wedge339'","22 as bus_stop","1.0","1595","0","1","0","0.0001278909403745"
"340","7 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00021799592109289,0.00021799592109289,0.00021799592109289,0.00021799592109289]","87.5","0","{69.30999999999949,40.13999999999942,0.0}","'wedge340'","9 as bus_stop","1.0","942","2","4","0","0.00050865714921674"
"341","142 as bus_stop","[1.0,1.0,1.0,0.9999999999999999]","[0.00025162957749008,0.00025162957749008,0.00025162957749008,0.00025162957749008]","101.0","0","{58.82499999999982,22.82499999999709,0.0}","'wedge341'","400 as bus_stop","1.0","549","0","4","0","0.00058713568081018"
"342","194 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00597184254696751,0.00597184254696751,0.00597184254696751,0.00597184254696751]","2397.0","1","{25.464999999999236,41.534999999999854,0.0}","'wedge342'","121 as bus_stop","1.0","244","11","13","0","0.01393429927625752"
"343","351 as bus_stop","[1.0,1.0,0.7,1.0]","[0.00019806486545011,0.00019806486545011,0.00019806486545011,0.00019806486545011]","79.5","0","{51.275000000000546,24.0099999999984,0.0}","'wedge343'","160 as bus_stop","1.0","460","3","1","0","0.00046215135271693"
"344","250 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00613129099210974,0.00613129099210974,0.00613129099210974,0.00613129099210974]","2461.0","1","{17.279999999999745,47.39500000000044,0.0}","'wedge344'","111 as bus_stop","1.0","244","13","19","0","0.01430634564825605"
"345","399 as bus_stop","[1.0,1.0,1.0,1.0]","[0.0058584846679992,0.0058584846679992,0.0058584846679992,0.0058584846679992]","2351.5","1","{28.9399999999996,21.599999999998545,0.0}","'wedge345'","281 as bus_stop","1.0","409","11","15","0","0.01366979755866481"
"346","216 as bus_stop","[0.7999999999999999,0.1,0.2,0.0]","[0.04866353375153899,0.04953381377507929,0.04953381377507929,0.05233779889410252]","4277.0","1","{47.02000000000044,33.95999999999913,0.0}","'wedge346'","179 as bus_stop","1.0","33","32","44","4","0.11557889880851839"
"347","307 as bus_stop","[0.9999999999999999,1.0,0.7999999999999999,1.0]","[0.00002989658346417,0.00002989658346417,0.00002989658346417,0.00002989658346417]","12.0","0","{63.80000000000018,47.95000000000073,0.0}","'wedge347'","63 as bus_stop","1.0","397","0","1","0","0.00006975869474972"
"348","131 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00000249138195535,0.00000249138195535,0.00000249138195535,0.00000249138195535]","1.0","0","{81.80500000000029,46.38500000000204,0.0}","'wedge348'","228 as bus_stop","1.0","666","3","1","0","0.00000581322456248"
"349","333 as bus_stop","[1.0,1.0,0.8999999999999998,0.6]","[0.0007374490587828,0.0007374490587828,0.0007374490587828,0.0007374490587828]","296.0","0","{53.9350000000004,42.095000000001164,0.0}","'wedge349'","135 as bus_stop","1.0","560","8","7","0","0.00172071447049321"
"350","135 as bus_stop","[1.0,1.0,0.8999999999999998,0.0]","[0.00081468189939857,0.00081468189939857,0.00081468189939857,0.00081468189939857]","327.0","0","{51.11999999999989,42.70000000000073,0.0}","'wedge350'","130 as bus_stop","1.0","560","10","7","0","0.00190092443193"
"351","378 as bus_stop","[0.8999999999999999,0.8999999999999999,1.0,1.0]","[0.00020927608424917,0.00020927608424917,0.00020927608424917,0.00020927608424917]","84.0","0","{38.539999999999964,30.080000000001746,0.0}","'wedge351'","217 as bus_stop","1.0","375","5","4","0","0.00048831086324807"
"352","204 as bus_stop","[1.0,1.0,1.0,0.09999999999999998]","[0.00007972422257111,0.00007972422257111,0.00007972422257111,0.00007972422257111]","32.0","0","{48.279999999999745,34.23500000000058,0.0}","'wedge352'","346 as bus_stop","1.0","475","1","1","0","0.00018602318599927"
"353","58 as bus_stop","[1.0,0.6,0.19999999999999998,1.0]","[0.0002790347789989,0.0002790347789989,0.0002790347789989,0.0002790347789989]","112.0","0","{51.60999999999967,17.040000000000873,0.0}","'wedge353'","52 as bus_stop","1.0","604","4","4","0","0.00065108115099743"
"354","168 as bus_stop","[1.0,0.5,0.7,1.0]","[0.00353343972347108,0.00494277296582016,0.00492216060534091,0.00449590027111169]","404.5","0","{50.9350000000004,13.404999999998836,0.0}","'wedge354'","99 as bus_stop","1.0","4","2","0","0","0.00235144933552197"
"355","408 as bus_stop","[1.0,1.0,1.0,1.0]","[0.0000896897503925,0.0000896897503925,0.0000896897503925,0.0000896897503925]","36.0","0","{11.36999999999989,29.86999999999898,0.0}","'wedge355'","18 as bus_stop","1.0","455","1","0","0","0.00020927608424917"
"356","202 as bus_stop","[1.0,1.0,0.8999999999999999,1.0]","[0.00083087588210833,0.00083087588210833,0.00083087588210833,0.00083087588210833]","333.5","0","{22.079999999999927,23.330000000001746,0.0}","'wedge356'","410 as bus_stop","1.0","604","5","4","0","0.0019387103915861"
"357","209 as bus_stop","[0.0,0.5,0.0,0.3]","[0.02940036246321146,0.03477847754794525,0.03800534659878553,0.02187100134458413]","5756.5","2","{23.034999999999854,31.784999999999854,0.0}","'wedge357'","88 as bus_stop","1.0","222","28","34","0","0.03346382719389921"
"358","127 as bus_stop","[0.0,0.5,0.0,0.4]","[0.04155174171117361,0.04533972934331877,0.04500137315418953,0.04862785743767732]","3798.0","1","{30.390000000000327,33.284999999999854,0.0}","'wedge358'","278 as bus_stop","1.0","35","22","26","2","0.11660274825377037"
"359","99 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00049453931813644,0.00049453931813644,0.00049453931813644,0.00049453931813644]","198.5","0","{52.3100000000004,7.769999999996799,0.0}","'wedge359'","125 as bus_stop","1.0","867","1","2","0","0.0011539250756517"
"360","266 as bus_stop","[1.0,1.0,1.0,0.9999999999999999]","[0.0012531651235397,0.0012531651235397,0.0012531651235397,0.0012531651235397]","503.0","0","{59.98999999999978,40.60499999999956,0.0}","'wedge360'","227 as bus_stop","1.0","556","2","6","0","0.00292405195492596"
"361","67 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00001619398270976,0.00001619398270976,0.00001619398270976,0.00001619398270976]","6.5","0","{72.44000000000051,41.215000000000146,0.0}","'wedge361'","64 as bus_stop","1.0","776","0","2","0","0.0000377859596561"
"362","341 as bus_stop","[1.0,0.7,0.7,1.0]","[0.01355436352806705,0.01355436352806705,0.01355436352806705,0.01355436352806705]","5440.5","2","{48.17000000000007,21.200000000000728,0.0}","'wedge362'","277 as bus_stop","1.0","858","17","32","0","0.03162684823215646"
"363","48 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00082713880917531,0.00082713880917531,0.00082713880917531,0.00082713880917531]","332.0","0","{24.170000000000073,15.3650000000016,0.0}","'wedge363'","51 as bus_stop","1.0","596","9","8","0","0.00192999055474238"
"364","198 as bus_stop","[0.0,0.0,0.0,0.0]","[0.01171821502697609,0.01171821502697609,0.0125970811539993,0.01171821502697609]","4703.5","2","{57.344999999999345,17.68000000000029,0.0}","'wedge364'","375 as bus_stop","0.5","441","28","46","0","0.02734250172961087"
"365","253 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00474857400689198,0.00474857400689198,0.00474857400689198,0.00474857400689198]","1906.0","0","{31.3100000000004,43.50500000000102,0.0}","'wedge365'","411 as bus_stop","1.0","206","10","15","0","0.01108000601608128"
"366","197 as bus_stop","[1.0,0.8999999999999999,1.0,1.0]","[0.00012830617070039,0.00012830617070039,0.00012830617070039,0.00012830617070039]","51.5","0","{37.469999999999345,24.82499999999709,0.0}","'wedge366'","222 as bus_stop","1.0","376","2","1","0","0.00029938106496757"
"367","262 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00014948291732084,0.00014948291732084,0.00014948291732084,0.00014948291732084]","60.0","0","{57.3100000000004,45.74500000000262,0.0}","'wedge367'","244 as bus_stop","1.0","375","0","2","0","0.00034879347374862"
"368","390 as bus_stop","[1.0,1.0,1.0,0.7]","[0.00578374320933879,0.00578374320933879,0.00578374320933879,0.00578374320933879]","2321.5","1","{29.324999999999818,23.354999999999563,0.0}","'wedge368'","304 as bus_stop","1.0","404","12","17","0","0.0134954008217905"
"369","370 as bus_stop","[1.0,1.0,0.30000000000000004,0.1]","[0.00005730178497299,0.00005730178497299,0.00005730178497299,0.00005730178497299]","23.0","0","{51.710000000000036,40.06999999999971,0.0}","'wedge369'","140 as bus_stop","1.0","486","2","0","0","0.00013370416493697"
"370","316 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00155462234013672,0.00155462234013672,0.00155462234013672,0.00155462234013672]","624.0","0","{77.73999999999978,47.215000000000146,0.0}","'wedge370'","295 as bus_stop","1.0","826","4","6","0","0.00362745212698569"
"371","161 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00136527731153033,0.00136527731153033,0.00136527731153033,0.00136527731153033]","548.0","0","{32.6899999999996,47.335000000002765,0.0}","'wedge371'","434 as bus_stop","1.0","556","8","9","0","0.00318564706023743"
"372","310 as bus_stop","[1.0,1.0,0.9999999999999999,1.0]","[0.00667441225837545,0.00667441225837545,0.00667441225837545,0.00667441225837545]","2679.0","1","{21.779999999999745,32.42499999999927,0.0}","'wedge372'","226 as bus_stop","1.0","639","11","12","0","0.01557362860287605"
"373","272 as bus_stop","[0.5,1.0,1.0,1.0]","[0.00027778908802123,0.00027778908802123,0.00027778908802123,0.00027778908802123]","111.5","0","{57.26999999999953,27.05500000000029,0.0}","'wedge373'","238 as bus_stop","0.5","731","1","3","0","0.00064817453871619"
"374","358 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00095669067085337,0.00095669067085337,0.00095669067085337,0.00095669067085337]","384.0","0","{50.585000000000036,10.970000000001164,0.0}","'wedge374'","97 as bus_stop","1.0","463","2","2","0","0.00223227823199119"
"375","210 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00010090096919157,0.00010090096919157,0.00010090096919157,0.00010090096919157]","40.5","0","{55.61000000000058,1.8499999999985448,0.0}","'wedge375'","80 as bus_stop","1.0","406","0","0","0","0.00023543559478032"
"376","412 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00009840958723622,0.00009840958723622,0.00009840958723622,0.00009840958723622]","39.5","0","{53.57499999999982,3.9399999999986903,0.0}","'wedge376'","421 as bus_stop","1.0","869","1","1","0","0.00022962237021784"
"377","22 as bus_stop","[0.5999999999999999,0.1,0.2,0.2]","[0.00003986211128556,0.00003986211128556,0.00003986211128556,0.00003986211128556]","16.0","0","{58.654999999999745,34.73999999999796,0.0}","'wedge377'","1 as bus_stop","1.0","1595","0","1","0","0.00009301159299963"
"378","184 as bus_stop","[1.0,1.0,1.0,0.2]","[0.00056180663093082,0.00056180663093082,0.00056180663093082,0.00056180663093082]","225.5","0","{66.47999999999956,32.93500000000131,0.0}","'wedge378'","162 as bus_stop","1.0","439","1","4","0","0.00131088213883858"
"379","244 as bus_stop","[0.9999999999999999,1.0,1.0,1.0]","[0.00090063457685805,0.00090063457685805,0.00090063457685805,0.00090063457685805]","361.5","0","{61.590000000000146,44.12000000000262,0.0}","'wedge379'","10 as bus_stop","1.0","375","0","1","0","0.00210148067933546"
"380","225 as bus_stop","[1.0,1.0,1.0,0.5]","[0.00006726731279438,0.00006726731279438,0.00006726731279438,0.00006726731279438]","27.0","0","{46.659999999999854,31.06999999999971,0.0}","'wedge380'","204 as bus_stop","1.0","475","1","0","0","0.00015695706318688"
"381","358 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00028775461584261,0.00028775461584261,0.00028775461584261,0.00028775461584261]","115.5","0","{50.01500000000033,10.350000000002183,0.0}","'wedge381'","122 as bus_stop","1.0","406","2","3","0","0.0006714274369661"
"382","181 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00573266987925417,0.00573266987925417,0.00573266987925417,0.00573266987925417]","2301.0","1","{47.57999999999993,40.47500000000218,0.0}","'wedge382'","163 as bus_stop","1.0","244","10","14","0","0.01337622971825972"
"383","338 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00000124569097767,0.00000124569097767,0.00000124569097767,0.00000124569097767]","0.5","0","{57.1899999999996,52.33499999999913,0.0}","'wedge383'","154 as bus_stop","1.0","475","0","0","0","0.00000290661228124"
"384","104 as bus_stop","[1.0,1.0,0.9999999999999999,0.0]","[0.01604599437831088,0.01580287325136678,0.01580287325136678,0.01580287325136678]","1364.5","0","{69.18499999999949,27.280000000002474,0.0}","'wedge384'","369 as bus_stop","1.0","3","5","7","4","0.03687337091985581"
"385","111 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00617115310339529,0.00617115310339529,0.00617115310339529,0.00617115310339529]","2477.0","1","{15.63000000000011,44.93500000000131,0.0}","'wedge385'","252 as bus_stop","1.0","244","13","19","0","0.01439935724125568"
"386","76 as bus_stop","[0.0,0.4999999999999998,0.0,0.3]","[0.00093738246069943,0.00085703539263948,0.00125486497268632,0.00069634125651957]","215.0","0","{22.164999999999964,32.4900000000016,0.0}","'wedge386'","73 as bus_stop","1.0","28","2","8","0","0.00124984328093257"
"387","33 as bus_stop","[0.7,1.0,1.0,0.9999999999999999]","[0.00552962224989336,0.00552962224989336,0.00552962224989336,0.00552962224989336]","2219.5","0","{62.29500000000007,27.834999999999127,0.0}","'wedge387'","263 as bus_stop","1.0","437","24","24","0","0.01290245191641784"
"388","158 as bus_stop","[0.0,0.0,0.0,0.0]","[0.01295892324073904,0.01295892324073904,0.01295892324073904,0.01295892324073904]","5201.5","2","{57.30499999999938,17.849999999998545,0.0}","'wedge388'","373 as bus_stop","0.5","442","19","34","0","0.03023748756172444"
"389","419 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00002491381955347,0.00002491381955347,0.00002491381955347,0.00002491381955347]","10.0","0","{16.784999999999854,19.00500000000102,0.0}","'wedge389'","214 as bus_stop","1.0","411","1","1","0","0.00005813224562477"
"390","206 as bus_stop","[1.0,1.0,0.5,0.7999999999999999]","[0.01246189254064726,0.01246189254064726,0.01246189254064726,0.01246189254064726]","5002.0","2","{26.150000000000546,28.099999999998545,0.0}","'wedge390'","388 as bus_stop","1.0","455","15","22","0","0.02907774926151027"
"391","3 as bus_stop","[0.0,0.09999999999999998,0.0,0.2]","[0.00003986211128556,0.00003986211128556,0.00003986211128556,0.00003986211128556]","16.0","0","{27.730000000000473,32.974999999998545,0.0}","'wedge391'","6 as bus_stop","1.0","1595","1","2","0","0.00009301159299963"
"392","117 as bus_stop","[1.0,0.6,1.0,1.0]","[0.00128057032504852,0.00128057032504852,0.00128057032504852,0.00128057032504852]","514.0","0","{50.215000000000146,10.900000000001455,0.0}","'wedge392'","97 as bus_stop","1.0","439","3","9","0","0.00298799742511321"
"393","290 as bus_stop","[0.5,0.6,1.0,1.0]","[0.00136527731153033,0.00136527731153033,0.00136527731153033,0.00136527731153033]","548.0","0","{54.029999999999745,26.79500000000189,0.0}","'wedge393'","362 as bus_stop","1.0","733","6","3","0","0.00318564706023743"
"394","327 as bus_stop","[1.0,1.0,1.0,1.0]","[0.0001893450286064,0.0001893450286064,0.0001893450286064,0.0001893450286064]","76.0","0","{46.715000000000146,46.04500000000189,0.0}","'wedge394'","384 as bus_stop","1.0","375","2","2","0","0.00044180506674826"
"395","337 as bus_stop","[1.0,1.0,1.0,1.0]","[0.0062508773259664,0.0062508773259664,0.0062508773259664,0.0062508773259664]","2509.0","1","{20.909999999999854,44.5,0.0}","'wedge395'","102 as bus_stop","1.0","244","15","21","0","0.01458538042725495"
"396","4 as bus_stop","[0.6,0.2,0.0,0.4]","[0.00005481040301764,0.00005481040301764,0.00005481040301764,0.00005481040301764]","22.0","0","{36.779999999999745,33.50499999999738,0.0}","'wedge396'","3 as bus_stop","1.0","1595","4","2","0","0.0001278909403745"
"397","400 as bus_stop","[1.0,0.9999999999999998,0.6,1.0]","[0.00020429332033848,0.00020429332033848,0.00020429332033848,0.00020429332033848]","82.0","0","{56.69000000000051,18.57999999999811,0.0}","'wedge397'","44 as bus_stop","1.0","549","0","3","0","0.00047668441412312"
"398","259 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00609142888082418,0.00609142888082418,0.00609142888082418,0.00609142888082418]","2445.0","1","{18.199999999999818,47.36000000000058,0.0}","'wedge398'","250 as bus_stop","1.0","244","11","19","0","0.01421333405525642"
"399","155 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00044595737000717,0.00044595737000717,0.00044595737000717,0.00044595737000717]","179.0","0","{27.270000000000437,45.86499999999796,0.0}","'wedge399'","85 as bus_stop","1.0","639","4","5","0","0.00104056719668339"
"400","292 as bus_stop","[0.5,1.0,1.0,1.0]","[0.0000186853646651,0.0000186853646651,0.0000186853646651,0.0000186853646651]","7.5","0","{38.625,9.045000000001892,0.0}","'wedge400'","74 as bus_stop","1.0","376","0","0","0","0.00004359918421858"
"401","352 as bus_stop","[1.0,0.9999999999999998,0.6,1.0]","[0.00099904416409427,0.00099904416409427,0.00099904416409427,0.00099904416409427]","401.0","0","{57.44000000000051,16.1349999999984,0.0}","'wedge401'","45 as bus_stop","1.0","1462","3","8","0","0.0023311030495533"
"402","434 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00137275145739637,0.00137275145739637,0.00137275145739637,0.00137275145739637]","551.0","0","{36.1899999999996,45.784999999999854,0.0}","'wedge402'","433 as bus_stop","1.0","556","9","9","0","0.00320308673392486"
"403","103 as bus_stop","[0.6,0.7,0.0,0.4]","[0.04319398024526293,0.04503932463827829,0.04469811763344285,0.04835515681347399]","3830.0","1","{38.00500000000011,33.70999999999913,0.0}","'wedge403'","207 as bus_stop","1.0","35","21","27","2","0.11758518320482901"
"404","247 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00128555308895921,0.00128555308895921,0.00128555308895921,0.00128555308895921]","516.0","0","{19.0,49.32500000000073,0.0}","'wedge404'","234 as bus_stop","1.0","556","8","13","0","0.00299962387423816"
