"#","appeal_matrix","code","fattore_scelta","list_raggiungibili","location","name","out_edges","popolazione","popolazione_old","stop_raggiungibili","vicini_geo"
"355","[[2,9,9,9,11,18,16,13,2,2],[2,9,9,9,11,18,16,13,2,2],[2,3,3,3,3,3,3,3,2,2],[2,43,43,43,56,104,90,70,2,2],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","962","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{23.649999999999636,32.88999999999942,0.0}","'Massaua Nord'","[18 as wedge,128 as wedge,173 as wedge]","2","0","[13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,77 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,96 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,119 as bus_stop,121 as bus_stop,124 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,145 as bus_stop,151 as bus_stop,163 as bus_stop,166 as bus_stop,177 as bus_stop,179 as bus_stop,180 as bus_stop,181 as bus_stop,186 as bus_stop,188 as bus_stop,194 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,224 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,259 as bus_stop,263 as bus_stop,267 as bus_stop,275 as bus_stop,276 as bus_stop,278 as bus_stop,279 as bus_stop,289 as bus_stop,295 as bus_stop,303 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,316 as bus_stop,317 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,334 as bus_stop,335 as bus_stop,337 as bus_stop,340 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,354 as bus_stop,355 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,376 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,391 as bus_stop,393 as bus_stop,395 as bus_stop,401 as bus_stop,402 as bus_stop,404 as bus_stop,405 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,422 as bus_stop,426 as bus_stop]","[6 as bus_stop,76 as bus_stop,209 as bus_stop,226 as bus_stop,355 as bus_stop]"
"356","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","1825","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{25.469999999999345,24.389999999999418,0.0}","'Chambery'","[]","0","0","[356 as bus_stop]","[190 as bus_stop,356 as bus_stop,390 as bus_stop]"
"357","[[1,1,1,15,15,15,15,15,1,1],[1,1,1,18,18,18,18,18,1,1],[1,1,1,18,18,18,18,18,1,1],[1,1,1,15,15,15,15,15,1,1],[1,1,1,171,171,171,171,171,1,1],[0,0,0,0,0,0,0,0,0,0]] as matrix","465","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{75.30999999999949,37.20999999999913,0.0}","'Le Chiuse'","[266 as wedge]","0","0","[7 as bus_stop,8 as bus_stop,9 as bus_stop,10 as bus_stop,11 as bus_stop,12 as bus_stop,13 as bus_stop,14 as bus_stop,15 as bus_stop,29 as bus_stop,31 as bus_stop,33 as bus_stop,38 as bus_stop,39 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,75 as bus_stop,81 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,87 as bus_stop,88 as bus_stop,89 as bus_stop,95 as bus_stop,97 as bus_stop,100 as bus_stop,106 as bus_stop,109 as bus_stop,110 as bus_stop,115 as bus_stop,117 as bus_stop,119 as bus_stop,120 as bus_stop,126 as bus_stop,129 as bus_stop,130 as bus_stop,134 as bus_stop,135 as bus_stop,136 as bus_stop,138 as bus_stop,148 as bus_stop,149 as bus_stop,151 as bus_stop,158 as bus_stop,161 as bus_stop,165 as bus_stop,166 as bus_stop,169 as bus_stop,171 as bus_stop,174 as bus_stop,177 as bus_stop,178 as bus_stop,179 as bus_stop,180 as bus_stop,188 as bus_stop,190 as bus_stop,192 as bus_stop,195 as bus_stop,198 as bus_stop,199 as bus_stop,201 as bus_stop,202 as bus_stop,206 as bus_stop,209 as bus_stop,211 as bus_stop,212 as bus_stop,216 as bus_stop,217 as bus_stop,218 as bus_stop,227 as bus_stop,234 as bus_stop,237 as bus_stop,238 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,244 as bus_stop,246 as bus_stop,247 as bus_stop,248 as bus_stop,249 as bus_stop,251 as bus_stop,253 as bus_stop,256 as bus_stop,262 as bus_stop,263 as bus_stop,266 as bus_stop,267 as bus_stop,271 as bus_stop,272 as bus_stop,276 as bus_stop,277 as bus_stop,281 as bus_stop,284 as bus_stop,286 as bus_stop,293 as bus_stop,297 as bus_stop,303 as bus_stop,304 as bus_stop,306 as bus_stop,310 as bus_stop,314 as bus_stop,317 as bus_stop,318 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,326 as bus_stop,327 as bus_stop,328 as bus_stop,329 as bus_stop,333 as bus_stop,334 as bus_stop,336 as bus_stop,339 as bus_stop,341 as bus_stop,343 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,353 as bus_stop,355 as bus_stop,357 as bus_stop,358 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,373 as bus_stop,375 as bus_stop,377 as bus_stop,378 as bus_stop,379 as bus_stop,381 as bus_stop,384 as bus_stop,386 as bus_stop,387 as bus_stop,388 as bus_stop,390 as bus_stop,391 as bus_stop,392 as bus_stop,393 as bus_stop,396 as bus_stop,398 as bus_stop,399 as bus_stop,405 as bus_stop,406 as bus_stop,407 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,412 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,418 as bus_stop,421 as bus_stop,433 as bus_stop,434 as bus_stop]","[23 as bus_stop,66 as bus_stop,67 as bus_stop,153 as bus_stop,288 as bus_stop,293 as bus_stop,357 as bus_stop,422 as bus_stop]"
"358","[[6,3,3,4,4,4,3,3,3,3],[139,33,33,56,40,40,25,3,3,3],[3,3,3,3,3,3,3,3,3,3],[3,3,3,3,3,3,3,3,3,3],[4,3,3,3,3,5,3,3,3,3],[239,62,62,100,75,90,49,12,12,12]] as matrix","1512","[0.5135182599569879,0.5135182599569879,0.5135182599569879,0.5135182599569879,0.5135182599569879,0.8465818424574305]","[]","{50.86000000000058,9.760000000002037,0.0}","'Robilant Sud'","[244 as wedge]","5","2","[358 as bus_stop,412 as bus_stop,421 as bus_stop]","[97 as bus_stop,99 as bus_stop,117 as bus_stop,122 as bus_stop,258 as bus_stop,358 as bus_stop,428 as bus_stop]"
"359","[[6,6,6,6,6,6,6,6,5,5],[113,66,66,84,85,128,103,67,5,5],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[2,2,2,2,2,2,2,2,2,2],[2,2,2,2,2,2,2,2,2,2]] as matrix","1308","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{86.54000000000087,55.900000000001455,0.0}","'Baldissera'","[407 as wedge]","0","0","[131 as bus_stop,152 as bus_stop,228 as bus_stop,359 as bus_stop]","[205 as bus_stop,221 as bus_stop,224 as bus_stop,359 as bus_stop]"
"360","[[6,6,6,21,21,21,21,21,5,5],[6,6,6,21,21,21,21,21,5,5],[6,6,6,18,18,18,18,18,5,5],[118,31,31,202,190,190,177,159,5,5],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","122","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{40.93000000000029,17.44000000000233,0.0}","'Monginevro'","[235 as wedge]","2","0","[169 as bus_stop,237 as bus_stop,284 as bus_stop,326 as bus_stop,360 as bus_stop,392 as bus_stop,406 as bus_stop]","[54 as bus_stop,56 as bus_stop,309 as bus_stop,360 as bus_stop]"
"361","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","858","[0.0001,0.0001,0.0001,0.0001,0.0001,0.0001]","[]","{15.180000000000291,27.849999999998545,0.0}","'Eritrea'","[130 as wedge]","0","5","[13 as bus_stop,241 as bus_stop,361 as bus_stop]","[361 as bus_stop]"
"362","[[4,4,4,4,4,4,4,4,3,3],[257,70,70,113,88,100,69,21,3,3],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[3,3,3,3,3,3,3,2,2,2],[45,12,12,19,15,14,10,2,2,2]] as matrix","2092","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{55.18000000000029,26.93000000000029,0.0}","'Revello'","[393 as wedge]","0","0","[13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,38 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,78 as bus_stop,81 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,95 as bus_stop,96 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,119 as bus_stop,124 as bus_stop,126 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,145 as bus_stop,151 as bus_stop,166 as bus_stop,177 as bus_stop,179 as bus_stop,180 as bus_stop,186 as bus_stop,188 as bus_stop,190 as bus_stop,192 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,224 as bus_stop,238 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,259 as bus_stop,263 as bus_stop,267 as bus_stop,272 as bus_stop,275 as bus_stop,276 as bus_stop,278 as bus_stop,279 as bus_stop,281 as bus_stop,286 as bus_stop,289 as bus_stop,290 as bus_stop,295 as bus_stop,303 as bus_stop,304 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,316 as bus_stop,317 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,334 as bus_stop,337 as bus_stop,339 as bus_stop,340 as bus_stop,345 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,353 as bus_stop,355 as bus_stop,361 as bus_stop,362 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,376 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,390 as bus_stop,391 as bus_stop,393 as bus_stop,395 as bus_stop,399 as bus_stop,402 as bus_stop,405 as bus_stop,407 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,422 as bus_stop,426 as bus_stop]","[238 as bus_stop,290 as bus_stop,362 as bus_stop]"
"363","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[10,17,17,18,19,22,18,15,7,7],[107,35,35,51,41,40,27,9,7,7],[8,10,10,10,11,11,11,9,7,7],[8,10,10,10,11,11,11,9,7,7]] as matrix","190","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{69.61000000000058,47.41000000000349,0.0}","'Avellino'","[208 as wedge]","0","0","[7 as bus_stop,8 as bus_stop,9 as bus_stop,13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,29 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,38 as bus_stop,39 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,64 as bus_stop,65 as bus_stop,67 as bus_stop,81 as bus_stop,82 as bus_stop,83 as bus_stop,84 as bus_stop,86 as bus_stop,87 as bus_stop,88 as bus_stop,89 as bus_stop,95 as bus_stop,97 as bus_stop,100 as bus_stop,103 as bus_stop,106 as bus_stop,109 as bus_stop,110 as bus_stop,115 as bus_stop,117 as bus_stop,119 as bus_stop,120 as bus_stop,126 as bus_stop,129 as bus_stop,130 as bus_stop,134 as bus_stop,135 as bus_stop,136 as bus_stop,138 as bus_stop,148 as bus_stop,149 as bus_stop,151 as bus_stop,158 as bus_stop,161 as bus_stop,164 as bus_stop,165 as bus_stop,166 as bus_stop,169 as bus_stop,171 as bus_stop,174 as bus_stop,177 as bus_stop,178 as bus_stop,179 as bus_stop,180 as bus_stop,188 as bus_stop,190 as bus_stop,192 as bus_stop,195 as bus_stop,198 as bus_stop,199 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,209 as bus_stop,211 as bus_stop,216 as bus_stop,218 as bus_stop,219 as bus_stop,227 as bus_stop,234 as bus_stop,237 as bus_stop,238 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,247 as bus_stop,248 as bus_stop,249 as bus_stop,251 as bus_stop,253 as bus_stop,255 as bus_stop,256 as bus_stop,263 as bus_stop,266 as bus_stop,267 as bus_stop,268 as bus_stop,271 as bus_stop,272 as bus_stop,276 as bus_stop,277 as bus_stop,281 as bus_stop,286 as bus_stop,293 as bus_stop,297 as bus_stop,303 as bus_stop,304 as bus_stop,306 as bus_stop,310 as bus_stop,314 as bus_stop,317 as bus_stop,318 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,326 as bus_stop,328 as bus_stop,333 as bus_stop,334 as bus_stop,336 as bus_stop,339 as bus_stop,341 as bus_stop,343 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,353 as bus_stop,355 as bus_stop,358 as bus_stop,361 as bus_stop,363 as bus_stop,364 as bus_stop,365 as bus_stop,373 as bus_stop,375 as bus_stop,377 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,387 as bus_stop,388 as bus_stop,390 as bus_stop,391 as bus_stop,392 as bus_stop,393 as bus_stop,396 as bus_stop,398 as bus_stop,399 as bus_stop,405 as bus_stop,406 as bus_stop,407 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,412 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,418 as bus_stop,421 as bus_stop,433 as bus_stop,434 as bus_stop]","[145 as bus_stop,363 as bus_stop]"
"364","[[1012,379,309,500,384,314,129,8,8,8],[13,11,11,11,11,10,9,8,8,8],[12,10,10,10,10,9,9,8,8,8],[31,23,23,23,23,14,9,8,8,8],[1983,836,696,1037,833,606,209,8,8,8],[0,0,0,0,0,0,0,0,0,0]] as matrix","873","[0.6873896009574945,0.6873896009574945,0.6873896009574945,0.6873896009574945,0.6873896009574945,0.0001]","[]","{46.659999999999854,21.69999999999709,0.0}","'Capriolo'","[327 as wedge]","3","3","[19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,124 as bus_stop,136 as bus_stop,137 as bus_stop,145 as bus_stop,198 as bus_stop,211 as bus_stop,215 as bus_stop,219 as bus_stop,224 as bus_stop,246 as bus_stop,263 as bus_stop,275 as bus_stop,279 as bus_stop,289 as bus_stop,295 as bus_stop,311 as bus_stop,316 as bus_stop,320 as bus_stop,325 as bus_stop,340 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,376 as bus_stop,380 as bus_stop,382 as bus_stop,402 as bus_stop,414 as bus_stop,415 as bus_stop,422 as bus_stop,426 as bus_stop]","[341 as bus_stop,364 as bus_stop]"
"365","[[39,40,40,40,40,87,40,40,39,39],[290,450,450,450,503,1154,637,557,290,290],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[2,4,4,69,70,71,71,70,2,2],[2,3,3,12,12,13,13,13,2,2]] as matrix","3196","[0.9501106935021871,0.9932271751495546,0.0001,0.0001,0.36798128056404966,0.36798128056404966]","[]","{61.88999999999942,18.94999999999709,0.0}","'Monginevro Est'","[250 as wedge]","4","2","[19 as bus_stop,21 as bus_stop,33 as bus_stop,35 as bus_stop,124 as bus_stop,137 as bus_stop,145 as bus_stop,215 as bus_stop,219 as bus_stop,224 as bus_stop,263 as bus_stop,275 as bus_stop,279 as bus_stop,289 as bus_stop,295 as bus_stop,311 as bus_stop,316 as bus_stop,340 as bus_stop,365 as bus_stop,376 as bus_stop,382 as bus_stop,402 as bus_stop,415 as bus_stop,422 as bus_stop,426 as bus_stop]","[30 as bus_stop,31 as bus_stop,148 as bus_stop,365 as bus_stop]"
"366","[[1128,259,259,445,321,322,197,11,9,9],[13,11,11,12,11,12,11,11,9,9],[11,11,11,11,11,12,11,11,9,9],[11,10,10,10,10,10,10,10,9,9],[1873,428,428,738,533,537,329,16,9,9],[0,0,0,0,0,0,0,0,0,0]] as matrix","2649","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{32.8700000000008,3.9400000000023283,0.0}","'Reni'","[34 as wedge]","0","0","[19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,38 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,72 as bus_stop,118 as bus_stop,124 as bus_stop,137 as bus_stop,145 as bus_stop,157 as bus_stop,168 as bus_stop,198 as bus_stop,211 as bus_stop,213 as bus_stop,215 as bus_stop,219 as bus_stop,224 as bus_stop,230 as bus_stop,239 as bus_stop,246 as bus_stop,258 as bus_stop,263 as bus_stop,275 as bus_stop,279 as bus_stop,280 as bus_stop,289 as bus_stop,295 as bus_stop,311 as bus_stop,316 as bus_stop,320 as bus_stop,325 as bus_stop,331 as bus_stop,340 as bus_stop,365 as bus_stop,366 as bus_stop,375 as bus_stop,376 as bus_stop,380 as bus_stop,382 as bus_stop,394 as bus_stop,402 as bus_stop,403 as bus_stop,414 as bus_stop,415 as bus_stop,422 as bus_stop,426 as bus_stop,428 as bus_stop]","[326 as bus_stop,366 as bus_stop]"
"367","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","1764","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{77.6200000000008,52.7300000000032,0.0}","'Treviso'","[304 as wedge]","0","0","[13 as bus_stop,29 as bus_stop,30 as bus_stop,38 as bus_stop,39 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,81 as bus_stop,84 as bus_stop,88 as bus_stop,95 as bus_stop,97 as bus_stop,104 as bus_stop,106 as bus_stop,117 as bus_stop,119 as bus_stop,126 as bus_stop,128 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,148 as bus_stop,151 as bus_stop,153 as bus_stop,158 as bus_stop,162 as bus_stop,169 as bus_stop,174 as bus_stop,177 as bus_stop,178 as bus_stop,179 as bus_stop,184 as bus_stop,187 as bus_stop,188 as bus_stop,190 as bus_stop,192 as bus_stop,195 as bus_stop,198 as bus_stop,199 as bus_stop,200 as bus_stop,206 as bus_stop,209 as bus_stop,211 as bus_stop,216 as bus_stop,237 as bus_stop,238 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,249 as bus_stop,251 as bus_stop,253 as bus_stop,271 as bus_stop,272 as bus_stop,276 as bus_stop,277 as bus_stop,281 as bus_stop,286 as bus_stop,304 as bus_stop,306 as bus_stop,317 as bus_stop,318 as bus_stop,320 as bus_stop,324 as bus_stop,326 as bus_stop,334 as bus_stop,339 as bus_stop,341 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,353 as bus_stop,355 as bus_stop,358 as bus_stop,361 as bus_stop,364 as bus_stop,367 as bus_stop,369 as bus_stop,371 as bus_stop,373 as bus_stop,375 as bus_stop,381 as bus_stop,387 as bus_stop,390 as bus_stop,391 as bus_stop,392 as bus_stop,398 as bus_stop,399 as bus_stop,405 as bus_stop,406 as bus_stop,407 as bus_stop,409 as bus_stop,411 as bus_stop,412 as bus_stop,416 as bus_stop,417 as bus_stop,421 as bus_stop,424 as bus_stop,426 as bus_stop]","[340 as bus_stop,367 as bus_stop]"
"368","[[14,19,19,19,20,31,25,22,13,13],[12,17,17,17,19,27,23,21,12,12],[36,36,36,36,36,77,36,35,35,35],[731,402,402,481,440,893,414,318,259,259],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","2626","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{56.57999999999993,52.220000000001164,0.0}","'Lecce'","[202 as wedge]","0","0","[116 as bus_stop,257 as bus_stop,291 as bus_stop,330 as bus_stop,368 as bus_stop,383 as bus_stop,385 as bus_stop,389 as bus_stop]","[116 as bus_stop,291 as bus_stop,338 as bus_stop,368 as bus_stop]"
"369","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[3,2,2,2,2,2,2,1,1,1],[80,19,19,32,23,23,15,1,1,1],[2,2,2,2,2,2,2,1,1,1],[2,2,2,2,2,2,2,1,1,1]] as matrix","3350","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{72.1299999999992,30.510000000002037,0.0}","'Beaumont'","[167 as wedge,384 as wedge]","0","0","[13 as bus_stop,14 as bus_stop,15 as bus_stop,29 as bus_stop,30 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,38 as bus_stop,39 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,81 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,95 as bus_stop,97 as bus_stop,103 as bus_stop,104 as bus_stop,106 as bus_stop,110 as bus_stop,117 as bus_stop,119 as bus_stop,124 as bus_stop,126 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,148 as bus_stop,151 as bus_stop,158 as bus_stop,162 as bus_stop,166 as bus_stop,169 as bus_stop,174 as bus_stop,177 as bus_stop,178 as bus_stop,179 as bus_stop,180 as bus_stop,184 as bus_stop,186 as bus_stop,187 as bus_stop,188 as bus_stop,190 as bus_stop,192 as bus_stop,195 as bus_stop,198 as bus_stop,199 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,216 as bus_stop,219 as bus_stop,237 as bus_stop,238 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,249 as bus_stop,251 as bus_stop,253 as bus_stop,255 as bus_stop,263 as bus_stop,267 as bus_stop,271 as bus_stop,272 as bus_stop,275 as bus_stop,276 as bus_stop,277 as bus_stop,278 as bus_stop,279 as bus_stop,281 as bus_stop,286 as bus_stop,303 as bus_stop,304 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,317 as bus_stop,318 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,326 as bus_stop,334 as bus_stop,339 as bus_stop,341 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,353 as bus_stop,355 as bus_stop,358 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,369 as bus_stop,373 as bus_stop,375 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,390 as bus_stop,391 as bus_stop,392 as bus_stop,393 as bus_stop,398 as bus_stop,399 as bus_stop,402 as bus_stop,405 as bus_stop,406 as bus_stop,407 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,412 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,421 as bus_stop]","[124 as bus_stop,369 as bus_stop,424 as bus_stop]"
"370","[[3,2,2,2,2,2,2,1,1,1],[72,17,17,29,21,21,13,1,1,1],[2,2,2,2,2,2,2,1,1,1],[2,2,2,2,2,2,2,1,1,1],[2,2,2,2,2,2,2,1,1,1],[119,28,28,47,34,34,21,1,1,1]] as matrix","112","[0.36798311994746014,0.36798311994746014,0.36798311994746014,0.36798311994746014,0.36798311994746014,0.36798311994746014]","[]","{52.55999999999949,41.79000000000087,0.0}","'Fabrizi'","[101 as wedge,108 as wedge]","1","1","[116 as bus_stop,223 as bus_stop,291 as bus_stop,370 as bus_stop]","[90 as bus_stop,115 as bus_stop,120 as bus_stop,135 as bus_stop,181 as bus_stop,322 as bus_stop,370 as bus_stop]"
