"#","appeal_matrix","code","fattore_scelta","list_raggiungibili","location","name","out_edges","popolazione","popolazione_old","stop_raggiungibili","vicini_geo"
"130","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[4,2,2,3,2,2,2,1,1,1],[119,28,28,47,34,34,21,1,1,1],[2,2,2,2,2,2,2,1,1,1],[2,2,2,2,2,2,2,1,1,1]] as matrix","446","[0.0001,0.0001,0.13543798994227735,0.13543798994227735,0.13543798994227735,0.13543798994227735]","[]","{50.13999999999942,42.79000000000087,0.0}","'Belli'","[350 as wedge]","0","2","[7 as bus_stop,8 as bus_stop,9 as bus_stop,89 as bus_stop,130 as bus_stop,135 as bus_stop,293 as bus_stop,333 as bus_stop,377 as bus_stop,418 as bus_stop]","[90 as bus_stop,120 as bus_stop,130 as bus_stop,135 as bus_stop,181 as bus_stop,322 as bus_stop]"
"131","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[7,31,31,31,39,69,60,47,5,5],[70,25,25,36,31,37,28,15,5,5],[6,11,11,11,13,19,18,15,5,5],[6,11,11,11,13,19,18,15,5,5]] as matrix","1302","[0.0001,0.0001,0.670420582290818,0.670420582290818,0.670420582290818,0.670420582290818]","[]","{80.76000000000022,44.2300000000032,0.0}","'Don Bosco'","[]","2","2","[131 as bus_stop]","[131 as bus_stop,295 as bus_stop,425 as bus_stop]"
"132","[[1,2,2,2,2,2,1,1,1,1],[1,2,2,2,2,2,1,1,1,1],[1,3,3,3,3,2,1,1,1,1],[1,28,28,28,28,15,1,1,1,1],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","1858","[0.36798311994746014,0.36798311994746014,0.36798311994746014,0.36798311994746014,0.0001,0.0001]","[]","{23.329999999999927,22.12000000000262,0.0}","'Pronda'","[105 as wedge]","0","1","[13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,77 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,96 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,119 as bus_stop,121 as bus_stop,124 as bus_stop,127 as bus_stop,129 as bus_stop,132 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,145 as bus_stop,151 as bus_stop,163 as bus_stop,166 as bus_stop,177 as bus_stop,179 as bus_stop,180 as bus_stop,181 as bus_stop,186 as bus_stop,188 as bus_stop,194 as bus_stop,196 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,254 as bus_stop,255 as bus_stop,259 as bus_stop,263 as bus_stop,267 as bus_stop,275 as bus_stop,276 as bus_stop,278 as bus_stop,279 as bus_stop,289 as bus_stop,295 as bus_stop,303 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,316 as bus_stop,317 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,334 as bus_stop,335 as bus_stop,337 as bus_stop,340 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,354 as bus_stop,355 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,376 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,391 as bus_stop,393 as bus_stop,395 as bus_stop,401 as bus_stop,402 as bus_stop,404 as bus_stop,405 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,422 as bus_stop,426 as bus_stop]","[132 as bus_stop,202 as bus_stop]"
"133","[[692,168,168,282,210,221,141,22,6,6],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[5,3,3,4,3,3,3,2,2,2],[116,28,28,47,34,34,21,2,2,2],[3,3,3,3,3,3,3,2,2,2]] as matrix","1125","[0.7166317086461866,0.0001,0.0001,0.36798128056404966,0.36798128056404966,0.36798128056404966]","[]","{59.56999999999971,47.4800000000032,0.0}","'Sacrario Del Martinetto'","[425 as wedge]","0","2","[64 as bus_stop,65 as bus_stop,67 as bus_stop,133 as bus_stop]","[133 as bus_stop,244 as bus_stop,312 as bus_stop,385 as bus_stop]"
"134","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","1767","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{26.979999999999563,33.5199999999968,0.0}","'Francia'","[136 as wedge]","0","0","[13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,77 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,96 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,119 as bus_stop,121 as bus_stop,124 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,145 as bus_stop,151 as bus_stop,163 as bus_stop,166 as bus_stop,177 as bus_stop,179 as bus_stop,180 as bus_stop,181 as bus_stop,186 as bus_stop,188 as bus_stop,194 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,224 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,259 as bus_stop,263 as bus_stop,267 as bus_stop,275 as bus_stop,276 as bus_stop,278 as bus_stop,279 as bus_stop,289 as bus_stop,295 as bus_stop,303 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,316 as bus_stop,317 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,334 as bus_stop,335 as bus_stop,337 as bus_stop,340 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,354 as bus_stop,355 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,376 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,391 as bus_stop,393 as bus_stop,395 as bus_stop,401 as bus_stop,402 as bus_stop,405 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,422 as bus_stop,426 as bus_stop]","[127 as bus_stop,134 as bus_stop,347 as bus_stop,417 as bus_stop]"
"135","[[4,2,2,3,2,2,2,1,1,1],[119,28,28,47,34,34,21,1,1,1],[2,2,2,2,2,2,2,1,1,1],[2,2,2,2,2,2,2,1,1,1],[2,2,2,2,2,2,2,1,1,1],[198,45,45,78,56,56,34,1,1,1]] as matrix","448","[0.36798311994746014,0.36798311994746014,0.36798311994746014,0.36798311994746014,0.36798311994746014,0.36798311994746014]","[]","{52.100000000000364,42.61000000000058,0.0}","'Lecce'","[349 as wedge]","1","1","[7 as bus_stop,8 as bus_stop,9 as bus_stop,89 as bus_stop,135 as bus_stop,293 as bus_stop,333 as bus_stop,377 as bus_stop,418 as bus_stop]","[90 as bus_stop,115 as bus_stop,120 as bus_stop,130 as bus_stop,135 as bus_stop,181 as bus_stop,322 as bus_stop,370 as bus_stop]"
"136","[[12,10,10,10,10,9,9,8,8,8],[31,23,23,23,23,14,9,8,8,8],[1983,836,696,1037,833,606,209,8,8,8],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[17,8,8,10,10,9,9,5,5,5]] as matrix","875","[0.5353618466916219,0.5353618466916219,0.5353618466916219,0.0001,0.0001,0.36798017692958884]","[]","{49.68000000000029,20.010000000002037,0.0}","'Racconigi'","[92 as wedge]","0","5","[19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,124 as bus_stop,136 as bus_stop,137 as bus_stop,145 as bus_stop,198 as bus_stop,211 as bus_stop,215 as bus_stop,219 as bus_stop,224 as bus_stop,246 as bus_stop,263 as bus_stop,275 as bus_stop,279 as bus_stop,289 as bus_stop,295 as bus_stop,311 as bus_stop,316 as bus_stop,320 as bus_stop,325 as bus_stop,340 as bus_stop,365 as bus_stop,375 as bus_stop,376 as bus_stop,380 as bus_stop,382 as bus_stop,402 as bus_stop,414 as bus_stop,415 as bus_stop,422 as bus_stop,426 as bus_stop]","[136 as bus_stop,277 as bus_stop,331 as bus_stop,351 as bus_stop]"
"137","[[7,3,3,4,3,3,2,1,1,1],[231,53,53,91,65,65,40,1,1,1],[2,2,2,2,2,2,2,1,1,1],[2,2,2,2,2,2,2,1,1,1],[2,2,2,2,2,2,2,1,1,1],[385,87,87,151,108,108,65,1,1,1]] as matrix","456","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{62.850000000000364,41.73999999999796,0.0}","'Fabrizi'","[240 as wedge]","4","0","[19 as bus_stop,21 as bus_stop,137 as bus_stop,145 as bus_stop,215 as bus_stop,311 as bus_stop,376 as bus_stop,402 as bus_stop,426 as bus_stop]","[8 as bus_stop,10 as bus_stop,89 as bus_stop,137 as bus_stop,227 as bus_stop,268 as bus_stop,328 as bus_stop,402 as bus_stop,418 as bus_stop]"
"138","[[4,4,4,4,4,4,4,4,4,4],[8,8,8,8,8,15,8,8,8,8],[397,124,124,183,144,214,104,46,46,46],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[4,2,2,3,2,2,2,1,1,1]] as matrix","443","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{43.31999999999971,43.63999999999942,0.0}","'Monte Grappa'","[79 as wedge]","0","0","[7 as bus_stop,8 as bus_stop,9 as bus_stop,87 as bus_stop,89 as bus_stop,100 as bus_stop,130 as bus_stop,135 as bus_stop,138 as bus_stop,149 as bus_stop,161 as bus_stop,171 as bus_stop,218 as bus_stop,234 as bus_stop,247 as bus_stop,248 as bus_stop,256 as bus_stop,293 as bus_stop,297 as bus_stop,314 as bus_stop,333 as bus_stop,377 as bus_stop,396 as bus_stop,418 as bus_stop,433 as bus_stop,434 as bus_stop]","[87 as bus_stop,138 as bus_stop,327 as bus_stop]"
"139","[[2,2,2,2,2,2,2,1,1,1],[2,2,2,2,2,2,2,1,1,1],[2,2,2,2,2,2,2,1,1,1],[132,30,30,52,38,38,23,1,1,1],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","3354","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{57.909999999999854,29.510000000002037,0.0}","'Saffi'","[233 as wedge]","0","0","[79 as bus_stop,97 as bus_stop,117 as bus_stop,139 as bus_stop,160 as bus_stop,169 as bus_stop,178 as bus_stop,195 as bus_stop,237 as bus_stop,249 as bus_stop,318 as bus_stop,326 as bus_stop,351 as bus_stop,358 as bus_stop,392 as bus_stop,406 as bus_stop,412 as bus_stop,421 as bus_stop]","[139 as bus_stop,159 as bus_stop,280 as bus_stop]"
"140","[[2,2,2,2,2,2,2,1,1,1],[2,2,2,2,2,2,2,1,1,1],[2,2,2,2,2,2,2,1,1,1],[119,28,28,47,34,34,21,1,1,1],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","114","[0.36798311994746014,0.36798311994746014,0.36798311994746014,0.36798311994746014,0.0001,0.0001]","[]","{50.86000000000058,38.349999999998545,0.0}","'Pilo'","[369 as wedge]","0","1","[116 as bus_stop,140 as bus_stop,223 as bus_stop,291 as bus_stop,370 as bus_stop]","[140 as bus_stop,181 as bus_stop,282 as bus_stop,322 as bus_stop]"
"141","[[24,12,12,15,13,12,9,6,6,6],[792,182,182,313,226,225,137,6,6,6],[9,7,7,8,8,7,7,6,6,6],[8,7,7,7,7,7,7,6,6,6],[8,9,9,9,9,8,7,6,6,6],[1316,335,335,554,408,389,225,6,6,6]] as matrix","536","[0.7166317086461866,0.7166317086461866,0.7166317086461866,0.7166317086461866,0.7166317086461866,0.7166317086461866]","[]","{35.29000000000087,16.80000000000291,0.0}","'Monte Cucco'","[330 as wedge]","1","2","[42 as bus_stop,46 as bus_stop,47 as bus_stop,48 as bus_stop,49 as bus_stop,50 as bus_stop,51 as bus_stop,52 as bus_stop,53 as bus_stop,54 as bus_stop,55 as bus_stop,58 as bus_stop,61 as bus_stop,122 as bus_stop,141 as bus_stop,211 as bus_stop,214 as bus_stop,232 as bus_stop,269 as bus_stop,358 as bus_stop,412 as bus_stop,419 as bus_stop,421 as bus_stop]","[49 as bus_stop,75 as bus_stop,141 as bus_stop,283 as bus_stop,329 as bus_stop]"
"142","[[19,73,73,73,90,152,135,108,19,19],[19,73,73,73,90,152,135,108,19,19],[19,20,20,20,20,21,21,21,19,19],[19,374,374,374,492,905,787,610,19,19],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","594","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{60.3799999999992,25.37999999999738,0.0}","'Adriano Ovest'","[408 as wedge]","0","0","[19 as bus_stop,21 as bus_stop,33 as bus_stop,35 as bus_stop,124 as bus_stop,137 as bus_stop,142 as bus_stop,145 as bus_stop,215 as bus_stop,219 as bus_stop,224 as bus_stop,275 as bus_stop,279 as bus_stop,289 as bus_stop,295 as bus_stop,311 as bus_stop,316 as bus_stop,340 as bus_stop,376 as bus_stop,382 as bus_stop,402 as bus_stop,422 as bus_stop,426 as bus_stop]","[106 as bus_stop,142 as bus_stop,159 as bus_stop,263 as bus_stop,272 as bus_stop,398 as bus_stop]"
"143","[[6,12,12,12,14,20,18,15,5,5],[6,11,11,12,13,20,18,15,5,5],[6,6,6,6,6,6,6,6,5,5],[474,149,149,227,188,234,169,71,5,5],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","3170","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{15.680000000000291,9.239999999997963,0.0}","'Crea'","[]","0","0","[143 as bus_stop]","[143 as bus_stop,285 as bus_stop]"
"144","[[0,0,0,0,0,0,0,0,0,0],[6,5,5,6,5,5,5,4,4,4],[83,22,22,36,27,27,18,4,4,4],[5,5,5,5,5,5,5,4,4,4],[5,5,5,5,5,5,5,4,4,4],[5,5,5,5,5,5,5,4,4,4]] as matrix","1943","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{55.909999999999854,2.819999999999709,0.0}","'Marmolada'","[262 as wedge]","1","0","[24 as bus_stop,26 as bus_stop,98 as bus_stop,144 as bus_stop,172 as bus_stop,342 as bus_stop]","[25 as bus_stop,80 as bus_stop,144 as bus_stop,193 as bus_stop,210 as bus_stop,349 as bus_stop,412 as bus_stop]"
"145","[[64,17,17,27,20,20,14,3,3,3],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[10,17,17,18,19,22,18,15,7,7],[107,35,35,51,41,40,27,9,7,7],[8,10,10,10,11,11,11,9,7,7]] as matrix","189","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{68.70000000000073,47.419999999998254,0.0}","'Avellino'","[39 as wedge]","3","0","[145 as bus_stop,376 as bus_stop,426 as bus_stop]","[145 as bus_stop,363 as bus_stop]"
"146","[[3,3,3,3,3,3,3,2,2,2],[558,126,126,218,157,157,95,2,2,2],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[3,31,31,31,41,73,64,50,3,3],[3,10,10,10,12,19,17,14,3,3]] as matrix","3284","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{66.88999999999942,16.720000000001164,0.0}","'Castelfidardo N.29'","[179 as wedge]","0","0","[25 as bus_stop,27 as bus_stop,28 as bus_stop,146 as bus_stop,302 as bus_stop]","[146 as bus_stop,172 as bus_stop]"
"147","[[1,28,28,28,28,15,1,1,1,1],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[14,46,46,47,59,95,83,64,8,8],[235,69,69,107,85,91,63,21,8,8],[9,17,17,17,22,28,27,21,8,8]] as matrix","1861","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{34.17000000000007,50.05000000000291,0.0}","'Telesio'","[]","0","0","[147 as bus_stop]","[147 as bus_stop]"
"148","[[290,450,450,450,503,1154,637,557,290,290],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[2,4,4,69,70,71,71,70,2,2],[2,3,3,12,12,13,13,13,2,2],[2,3,3,15,15,15,15,15,2,2]] as matrix","3197","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{61.6200000000008,18.760000000002037,0.0}","'Monginevro Est'","[301 as wedge]","0","0","[13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,38 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,81 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,95 as bus_stop,96 as bus_stop,97 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,117 as bus_stop,119 as bus_stop,124 as bus_stop,126 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,145 as bus_stop,148 as bus_stop,151 as bus_stop,158 as bus_stop,166 as bus_stop,169 as bus_stop,174 as bus_stop,177 as bus_stop,178 as bus_stop,179 as bus_stop,180 as bus_stop,186 as bus_stop,188 as bus_stop,190 as bus_stop,192 as bus_stop,195 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,237 as bus_stop,238 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,249 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,263 as bus_stop,267 as bus_stop,272 as bus_stop,275 as bus_stop,276 as bus_stop,277 as bus_stop,278 as bus_stop,279 as bus_stop,281 as bus_stop,286 as bus_stop,289 as bus_stop,295 as bus_stop,303 as bus_stop,304 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,316 as bus_stop,317 as bus_stop,318 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,326 as bus_stop,334 as bus_stop,337 as bus_stop,339 as bus_stop,340 as bus_stop,341 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,353 as bus_stop,355 as bus_stop,358 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,373 as bus_stop,375 as bus_stop,376 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,390 as bus_stop,391 as bus_stop,392 as bus_stop,393 as bus_stop,399 as bus_stop,402 as bus_stop,405 as bus_stop,406 as bus_stop,407 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,412 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,421 as bus_stop,422 as bus_stop,426 as bus_stop]","[30 as bus_stop,31 as bus_stop,148 as bus_stop,365 as bus_stop]"
"149","[[6,12,12,12,14,20,18,15,5,5],[6,6,6,6,6,6,6,6,5,5],[513,158,158,242,199,245,176,71,5,5],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[7,3,3,4,3,3,2,1,1,1]] as matrix","1987","[0.8188310805696936,0.8188310805696936,0.8188310805696936,0.0001,0.0001,0.36798311994746014]","[]","{31.299999999999272,47.19000000000233,0.0}","'Bellardi'","[53 as wedge]","2","1","[7 as bus_stop,8 as bus_stop,9 as bus_stop,87 as bus_stop,89 as bus_stop,100 as bus_stop,130 as bus_stop,135 as bus_stop,149 as bus_stop,171 as bus_stop,248 as bus_stop,293 as bus_stop,333 as bus_stop,377 as bus_stop,418 as bus_stop]","[149 as bus_stop,161 as bus_stop,315 as bus_stop,411 as bus_stop]"
"150","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","1376","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{76.65999999999985,43.55000000000291,0.0}","'Industria'","[]","0","0","[150 as bus_stop]","[150 as bus_stop,243 as bus_stop,295 as bus_stop,371 as bus_stop,426 as bus_stop,427 as bus_stop]"
"151","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[7,3,3,4,3,3,2,1,1,1],[248,56,56,97,70,70,43,1,1,1],[2,2,2,2,2,2,2,1,1,1],[2,2,2,2,2,2,2,1,1,1]] as matrix","1990","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{32.48999999999978,44.36000000000058,0.0}","'Bianchi'","[299 as wedge]","2","0","[13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,96 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,119 as bus_stop,121 as bus_stop,124 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,145 as bus_stop,151 as bus_stop,166 as bus_stop,177 as bus_stop,179 as bus_stop,180 as bus_stop,186 as bus_stop,188 as bus_stop,194 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,224 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,259 as bus_stop,263 as bus_stop,267 as bus_stop,275 as bus_stop,276 as bus_stop,278 as bus_stop,279 as bus_stop,289 as bus_stop,295 as bus_stop,303 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,316 as bus_stop,317 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,334 as bus_stop,337 as bus_stop,340 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,355 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,376 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,391 as bus_stop,393 as bus_stop,395 as bus_stop,402 as bus_stop,405 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,422 as bus_stop,426 as bus_stop]","[151 as bus_stop,411 as bus_stop]"
"152","[[6,11,11,11,13,19,18,15,5,5],[6,11,11,11,13,19,18,15,5,5],[6,6,6,6,6,6,6,6,5,5],[113,66,66,84,85,128,103,67,5,5],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","1306","[0.8188310805696936,0.8188310805696936,0.8188310805696936,0.8188310805696936,0.0001,0.0001]","[]","{84.71999999999935,52.31999999999971,0.0}","'Dora Napoli'","[12 as wedge]","0","1","[131 as bus_stop,152 as bus_stop,228 as bus_stop]","[152 as bus_stop,372 as bus_stop]"
"153","[[7,137,137,137,180,331,288,223,7,7],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[10,68,68,68,87,154,135,106,10,10],[10,23,23,23,27,42,38,32,10,10],[10,23,23,23,27,42,38,32,10,10]] as matrix","2613","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{77.3700000000008,38.56999999999971,0.0}","'Carena'","[103 as wedge]","0","0","[13 as bus_stop,14 as bus_stop,15 as bus_stop,29 as bus_stop,30 as bus_stop,31 as bus_stop,33 as bus_stop,38 as bus_stop,39 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,81 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,95 as bus_stop,97 as bus_stop,104 as bus_stop,106 as bus_stop,110 as bus_stop,117 as bus_stop,119 as bus_stop,126 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,148 as bus_stop,151 as bus_stop,153 as bus_stop,158 as bus_stop,162 as bus_stop,166 as bus_stop,169 as bus_stop,174 as bus_stop,177 as bus_stop,178 as bus_stop,179 as bus_stop,180 as bus_stop,184 as bus_stop,187 as bus_stop,188 as bus_stop,190 as bus_stop,192 as bus_stop,195 as bus_stop,198 as bus_stop,199 as bus_stop,202 as bus_stop,206 as bus_stop,209 as bus_stop,211 as bus_stop,216 as bus_stop,237 as bus_stop,238 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,249 as bus_stop,251 as bus_stop,253 as bus_stop,263 as bus_stop,267 as bus_stop,271 as bus_stop,272 as bus_stop,276 as bus_stop,277 as bus_stop,281 as bus_stop,286 as bus_stop,303 as bus_stop,304 as bus_stop,306 as bus_stop,310 as bus_stop,317 as bus_stop,318 as bus_stop,320 as bus_stop,322 as bus_stop,324 as bus_stop,325 as bus_stop,326 as bus_stop,334 as bus_stop,339 as bus_stop,341 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,353 as bus_stop,355 as bus_stop,358 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,369 as bus_stop,373 as bus_stop,375 as bus_stop,379 as bus_stop,381 as bus_stop,387 as bus_stop,388 as bus_stop,390 as bus_stop,391 as bus_stop,392 as bus_stop,393 as bus_stop,398 as bus_stop,399 as bus_stop,405 as bus_stop,406 as bus_stop,407 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,412 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,421 as bus_stop,424 as bus_stop]","[66 as bus_stop,153 as bus_stop,288 as bus_stop,357 as bus_stop,422 as bus_stop]"
